Previous PHEVs,Previous BEVs,Previous HEVs,Previous CNGs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Home Type (detached 1),Highest Level of Education,Longest trip in the last 12 months,Number of trips over 200 miles in the last 12 months,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual VMT Estimate ,Target,Model Year,Manufacture,Model
0.0,1.0,0.0,0.0,325000.0,2.02,1.0,1.0,2.0,185.32,2.0,25.29,4.0,35.0,0.0,2,15776.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,225000.0,2.79,1.0,1.0,3.0,162.03,1.0,10.35,3.0,55.0,0.0,3,6058.0,1.0,2016,11,9
1.0,1.0,0.0,0.0,125000.0,0.0,0.0,0.0,3.0,269.21,8.0,9.39,1.0,25.0,0.0,4,20400.0,1.0,2016,11,10
0.0,0.0,0.0,0.0,125000.0,2.57,1.0,1.0,2.0,247.43,1.0,43.62,5.0,45.0,0.0,4,24480.0,1.0,2017,1,2
0.0,0.0,0.0,0.0,125000.0,2.63,1.0,1.0,3.0,360.92,1.0,14.12,2.0,55.0,1.0,3,9758.4,1.0,2017,1,2
0.0,0.0,0.0,0.0,325000.0,2.69,1.0,1.0,3.0,491.56,0.0,17.1,4.0,35.0,0.0,2,6600.0,1.0,2017,1,2
0.0,1.0,0.0,0.0,500000.0,2.65,1.0,1.0,3.0,453.2,8.0,17.64,4.0,45.0,0.0,4,8000.0,1.0,2016,11,9
0.0,1.0,1.0,0.0,425000.0,0.0,1.0,0.0,3.0,195.76,4.0,37.96,4.0,45.0,0.0,2,22874.0,1.0,2016,11,10
0.0,1.0,1.0,0.0,275000.0,2.79,1.0,1.0,4.0,630.71,6.0,48.92,4.0,55.0,0.0,4,12781.333333333332,1.0,2016,11,9
0.0,1.0,0.0,0.0,125000.0,2.85,1.0,1.0,4.0,448.7,12.0,35.42,2.0,65.0,0.0,2,22600.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,275000.0,2.74,1.0,1.0,4.0,563.98,2.0,7.37,2.0,75.0,0.0,2,16497.428571428572,1.0,2016,11,9
0.0,0.0,1.0,0.0,275000.0,1.82,1.0,1.0,4.0,126.44,100.0,122.07,3.0,35.0,0.0,2,32400.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,125000.0,-0.68,1.0,1.0,4.0,436.35,7.0,5.5,4.0,55.0,0.0,5,9430.0,1.0,2016,11,9
0.0,1.0,0.0,0.0,500000.0,2.47,1.0,1.0,4.0,369.18,10.0,6.78,4.0,55.0,0.0,3,15987.6,1.0,2017,11,9
0.0,0.0,1.0,0.0,325000.0,2.63,1.0,1.0,4.0,379.58,14.0,28.35,2.0,55.0,0.0,3,25500.0,1.0,2016,11,9
0.0,0.0,1.0,0.0,225000.0,2.87,1.0,1.0,3.0,115.65,3.0,40.3,2.0,35.0,0.0,3,15769.2,1.0,2016,11,9
0.0,0.0,0.0,0.0,500000.0,1.27,1.0,1.0,4.0,120.8,4.0,20.37,5.0,35.0,0.0,3,14400.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,375000.0,0.71,1.0,1.0,4.0,356.62,0.0,10.96,3.0,45.0,0.0,2,13200.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,375000.0,2.76,0.0,1.0,1.0,94.11,20.0,91.86,3.0,45.0,0.0,3,225000.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,125000.0,2.81,1.0,1.0,4.0,533.09,5.0,6.85,1.0,55.0,0.0,1,14900.0,1.0,2016,11,9
1.0,1.0,0.0,0.0,125000.0,0.0,1.0,1.0,3.0,78.83,3.0,21.14,1.0,55.0,0.0,1,11211.428571428572,1.0,2016,11,9
0.0,0.0,0.0,0.0,125000.0,2.6,1.0,0.0,3.0,90.58,3.0,0.67,2.0,75.0,0.0,2,6340.0,1.0,2016,11,9
1.0,0.0,0.0,0.0,175000.0,0.0,1.0,1.0,3.0,814.06,5.0,17.93,5.0,45.0,0.0,3,31500.0,1.0,2017,11,9
0.0,0.0,0.0,0.0,275000.0,2.38,1.0,1.0,4.0,118.63,4.0,16.9,3.0,55.0,1.0,3,4000.0,1.0,2016,11,9
0.0,1.0,1.0,0.0,175000.0,2.8,1.0,1.0,3.0,320.56,2.0,10.02,2.0,35.0,0.0,2,13742.4,1.0,2017,1,2
0.0,0.0,1.0,0.0,275000.0,2.64,1.0,1.0,2.0,179.99,10.0,4.56,3.0,45.0,0.0,3,21019.636363636364,1.0,2016,11,9
0.0,1.0,0.0,0.0,225000.0,2.75,1.0,1.0,4.0,184.48,3.0,83.19,2.0,65.0,0.0,2,21000.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,225000.0,0.0,1.0,1.0,3.0,478.85,7.0,2.16,3.0,35.0,0.0,3,8539.2,1.0,2016,11,9
1.0,1.0,0.0,0.0,125000.0,2.85,1.0,1.0,4.0,433.21,2.0,10.55,2.0,80.0,0.0,3,12933.0,1.0,2017,1,2
0.0,1.0,0.0,0.0,125000.0,2.83,1.0,1.0,3.0,298.72,0.0,64.4,1.0,75.0,0.0,3,16504.800000000003,1.0,2017,1,2
0.0,0.0,0.0,0.0,275000.0,2.8,0.0,0.0,4.0,2735.65,3.0,5.72,2.0,35.0,0.0,2,15000.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,125000.0,-0.68,0.0,0.0,2.0,116.91,2.0,5.5,1.0,55.0,0.0,1,19372.800000000003,1.0,2017,1,2
0.0,0.0,0.0,0.0,175000.0,2.76,1.0,1.0,4.0,336.04,4.0,3.38,4.0,45.0,0.0,2,9100.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,425000.0,2.65,1.0,0.0,4.0,379.51,25.0,307.62,4.0,45.0,0.0,2,21000.0,1.0,2017,11,9
0.0,0.0,0.0,0.0,500000.0,2.7,1.0,1.0,4.0,436.83,1.0,112.48,2.0,65.0,0.0,2,10000.0,1.0,2016,11,9
1.0,0.0,1.0,0.0,475000.0,0.0,1.0,1.0,4.0,399.55,5.0,71.63,4.0,35.0,0.0,3,25000.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,500000.0,1.36,1.0,1.0,4.0,168.19,0.0,25.35,2.0,45.0,0.0,3,12900.0,1.0,2017,11,9
0.0,0.0,1.0,0.0,175000.0,0.29,1.0,1.0,4.0,464.64,1.0,11.03,3.0,35.0,0.0,3,8800.0,1.0,2017,11,9
0.0,1.0,0.0,0.0,375000.0,2.56,1.0,1.0,3.0,525.6,2.0,57.65,4.0,35.0,0.0,2,31200.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,500000.0,2.65,0.0,1.0,3.0,420.18,200.0,1.41,5.0,35.0,0.0,4,15141.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,125000.0,2.93,1.0,1.0,4.0,158.34,4.0,14.71,1.0,65.0,1.0,1,11073.0,1.0,2017,1,2
0.0,0.0,0.0,0.0,375000.0,2.79,0.0,0.0,4.0,162.68,5.0,8.85,2.0,25.0,0.0,2,14000.0,1.0,2017,11,9
0.0,0.0,0.0,0.0,75000.0,2.23,1.0,1.0,3.0,369.87,4.0,4.23,2.0,65.0,0.0,2,7200.0,1.0,2016,11,9
0.0,1.0,0.0,0.0,125000.0,-3.0,1.0,1.0,4.0,356.76,3.0,68.31,3.0,55.0,0.0,4,30539.0,1.0,2016,11,9
1.0,0.0,0.0,0.0,175000.0,1.39,1.0,1.0,3.0,288.59,4.0,9.17,4.0,55.0,0.0,5,12518.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,75000.0,2.48,1.0,1.0,4.0,368.94,4.0,24.38,4.0,65.0,0.0,3,24368.4,1.0,2016,11,9
0.0,0.0,0.0,0.0,425000.0,1.82,1.0,1.0,3.0,586.34,3.0,36.69,5.0,45.0,1.0,4,13577.333333333332,1.0,2016,11,9
0.0,1.0,1.0,0.0,275000.0,2.62,1.0,1.0,4.0,382.77,0.0,8.41,4.0,55.0,0.0,3,12168.0,1.0,2017,11,9
0.0,0.0,0.0,0.0,125000.0,2.68,1.0,1.0,4.0,2127.34,10.0,112.9,2.0,65.0,1.0,2,21098.4,1.0,2016,11,9
0.0,0.0,0.0,0.0,125000.0,1.8,1.0,0.0,3.0,364.24,1.0,30.35,4.0,35.0,1.0,2,19846.153846153844,1.0,2016,11,9
0.0,1.0,0.0,0.0,175000.0,2.68,1.0,1.0,4.0,1363.27,1.0,2.93,2.0,55.0,0.0,3,13046.0,1.0,2016,11,9
0.0,1.0,0.0,0.0,125000.0,2.54,1.0,1.0,4.0,435.04,12.0,15.41,2.0,55.0,0.0,3,14863.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,275000.0,2.48,1.0,0.0,3.0,110.26,2.0,8.29,2.0,55.0,0.0,2,4800.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,500000.0,1.25,1.0,1.0,4.0,249.75,3.0,6.66,2.0,75.0,0.0,2,12948.0,1.0,2016,11,9
0.0,1.0,0.0,0.0,325000.0,2.67,1.0,1.0,3.0,137.97,5.0,8.17,2.0,65.0,1.0,2,1260.0,1.0,2017,11,9
0.0,1.0,0.0,0.0,225000.0,1.67,1.0,1.0,4.0,120.32,1.0,15.91,2.0,65.0,1.0,2,13500.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,275000.0,2.01,1.0,1.0,3.0,209.6,2.0,2.43,4.0,45.0,0.0,2,7528.0,1.0,2016,11,9
0.0,0.0,1.0,0.0,125000.0,2.66,1.0,1.0,3.0,574.08,1.0,1.39,2.0,65.0,1.0,3,10666.666666666668,1.0,2016,11,9
0.0,1.0,0.0,0.0,325000.0,0.25,1.0,1.0,4.0,1529.62,3.0,8.02,3.0,55.0,0.0,4,18928.0,1.0,2016,11,9
0.0,1.0,1.0,0.0,225000.0,1.43,1.0,1.0,4.0,351.44,0.0,50.94,4.0,35.0,1.0,4,12570.0,1.0,2017,1,2
0.0,0.0,0.0,0.0,225000.0,-0.71,1.0,1.0,4.0,269.06,1.0,47.9,4.0,35.0,0.0,2,11520.0,1.0,2017,11,9
0.0,0.0,0.0,0.0,500000.0,0.44,1.0,1.0,3.0,290.35,2.0,32.13,3.0,45.0,0.0,2,20000.0,1.0,2016,11,9
0.0,1.0,0.0,0.0,75000.0,1.65,1.0,1.0,3.0,70.99,5.0,33.77,2.0,55.0,0.0,2,19600.0,1.0,2017,1,2
0.0,1.0,0.0,0.0,125000.0,1.33,1.0,1.0,3.0,1034.11,0.0,31.8,4.0,45.0,0.0,2,18000.0,1.0,2017,1,2
0.0,1.0,0.0,0.0,325000.0,1.9,1.0,1.0,4.0,412.79,2.0,0.28,6.0,45.0,0.0,3,14000.0,1.0,2016,11,10
1.0,1.0,0.0,0.0,225000.0,2.54,1.0,1.0,4.0,382.6,2.0,20.84,4.0,55.0,0.0,3,4000.0,1.0,2017,1,2
0.0,0.0,0.0,0.0,425000.0,2.79,1.0,1.0,3.0,409.69,1.0,20.9,4.0,55.0,1.0,4,10016.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,125000.0,1.47,1.0,1.0,4.0,326.7,4.0,62.14,1.0,35.0,0.0,1,24474.666666666668,1.0,2016,11,9
0.0,1.0,0.0,0.0,225000.0,2.27,1.0,1.0,4.0,126.21,12.0,14.46,2.0,65.0,0.0,2,19026.0,1.0,2016,11,9
0.0,1.0,1.0,0.0,175000.0,1.32,1.0,1.0,3.0,551.15,0.0,22.51,5.0,45.0,0.0,3,7974.0,1.0,2017,1,2
1.0,0.0,1.0,0.0,125000.0,2.77,1.0,1.0,4.0,103.24,2.0,33.01,4.0,65.0,0.0,3,7178.400000000001,1.0,2017,1,2
0.0,0.0,0.0,0.0,175000.0,2.78,0.0,0.0,3.0,114.2,1.0,4.6,3.0,35.0,1.0,1,15540.0,1.0,2016,11,9
0.0,1.0,0.0,0.0,125000.0,1.97,0.0,1.0,4.0,462.92,6.0,22.35,4.0,25.0,0.0,4,19323.6,1.0,2016,11,9
0.0,1.0,0.0,0.0,125000.0,2.7,1.0,1.0,4.0,319.53,10.0,6.54,1.0,55.0,0.0,1,19384.615384615387,1.0,2016,11,9
0.0,1.0,0.0,0.0,175000.0,2.63,1.0,1.0,2.0,358.58,10.0,19.88,4.0,55.0,0.0,5,20000.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,125000.0,-2.86,1.0,1.0,3.0,80.06,2.0,2.85,4.0,45.0,0.0,2,21000.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,500000.0,0.0,1.0,1.0,4.0,136.33,0.0,21.6,6.0,55.0,0.0,4,11181.6,1.0,2017,1,2
0.0,0.0,0.0,0.0,175000.0,2.69,1.0,1.0,2.0,341.71,4.0,17.14,2.0,45.0,0.0,3,20228.571428571428,1.0,2016,11,9
0.0,0.0,0.0,0.0,375000.0,1.24,1.0,1.0,4.0,446.41,1.0,63.13,2.0,65.0,0.0,2,16363.636363636364,1.0,2016,11,9
1.0,0.0,1.0,0.0,175000.0,2.58,1.0,1.0,4.0,240.01,0.0,10.39,5.0,55.0,0.0,4,10800.0,1.0,2017,1,2
0.0,0.0,0.0,0.0,125000.0,2.53,1.0,1.0,4.0,447.67,3.0,2.67,2.0,75.0,0.0,3,7200.0,1.0,2017,1,2
0.0,0.0,0.0,0.0,225000.0,-0.23,1.0,1.0,3.0,418.75,1.0,34.55,3.0,45.0,0.0,3,9288.0,1.0,2017,1,2
0.0,0.0,0.0,0.0,275000.0,2.65,1.0,0.0,4.0,88.65,1.0,7.8,2.0,55.0,0.0,1,8865.599999999999,1.0,2017,1,2
0.0,0.0,1.0,0.0,425000.0,2.69,1.0,1.0,3.0,549.62,2.0,16.5,4.0,45.0,0.0,2,10599.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,75000.0,2.95,1.0,0.0,4.0,403.46,0.0,23.22,3.0,35.0,0.0,2,12000.0,1.0,2017,1,2
1.0,0.0,0.0,0.0,275000.0,1.87,1.0,1.0,4.0,345.12,1.0,27.83,4.0,45.0,0.0,3,8800.0,1.0,2017,1,2
0.0,0.0,0.0,0.0,50000.0,2.68,1.0,1.0,3.0,200.22,0.0,9.29,1.0,65.0,0.0,2,8334.0,1.0,2017,1,2
1.0,0.0,0.0,0.0,125000.0,2.82,1.0,1.0,4.0,132.93,4.0,1.06,2.0,65.0,0.0,2,4616.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,125000.0,2.71,1.0,1.0,3.0,328.32,0.0,28.12,2.0,55.0,0.0,4,21564.0,1.0,2017,1,2
1.0,0.0,0.0,0.0,175000.0,1.98,1.0,1.0,3.0,214.32,1.0,52.07,4.0,45.0,0.0,3,21600.0,1.0,2017,1,2
0.0,1.0,0.0,0.0,175000.0,-2.72,1.0,1.0,3.0,4.2,2.0,6.23,4.0,65.0,0.0,3,46500.0,1.0,2015,11,9
0.0,1.0,1.0,0.0,75000.0,2.45,1.0,1.0,4.0,476.64,5.0,45.83,1.0,75.0,0.0,2,20640.0,1.0,2017,11,9
0.0,1.0,0.0,0.0,425000.0,2.58,1.0,1.0,4.0,471.32,10.0,1.0,5.0,65.0,0.0,5,23672.727272727272,1.0,2016,11,9
0.0,0.0,0.0,0.0,75000.0,2.63,1.0,1.0,4.0,92.69,2.0,1.23,1.0,65.0,0.0,1,1838.1818181818185,1.0,2016,11,9
0.0,0.0,0.0,0.0,175000.0,2.69,0.0,0.0,4.0,80.02,0.0,9.17,2.0,35.0,1.0,2,6240.0,1.0,2017,1,2
0.0,1.0,0.0,0.0,225000.0,0.0,1.0,1.0,3.0,467.66,3.0,73.19,2.0,65.0,0.0,3,31000.0,1.0,2016,11,9
0.0,0.0,1.0,0.0,125000.0,0.65,1.0,1.0,4.0,834.38,8.0,19.91,5.0,45.0,0.0,5,15480.0,1.0,2016,11,9
1.0,0.0,0.0,0.0,175000.0,2.43,1.0,0.0,4.0,414.6,10.0,7.3,2.0,65.0,1.0,3,16500.0,1.0,2016,11,9
1.0,0.0,1.0,0.0,125000.0,2.75,1.0,1.0,4.0,465.65,1.0,48.35,2.0,55.0,0.0,2,20390.4,1.0,2017,1,2
0.0,1.0,0.0,0.0,500000.0,0.0,1.0,1.0,4.0,106.72,2.0,3.95,4.0,45.0,0.0,3,15000.0,1.0,2016,11,9
0.0,0.0,1.0,0.0,425000.0,-3.0,1.0,1.0,3.0,531.83,4.0,4.42,5.0,55.0,0.0,5,6666.666666666666,1.0,2016,11,9
0.0,0.0,1.0,0.0,175000.0,1.67,1.0,1.0,3.0,391.74,0.0,28.51,4.0,45.0,0.0,3,14130.0,1.0,2017,0,20
1.0,0.0,0.0,0.0,175000.0,2.25,1.0,1.0,4.0,2366.18,2.0,1.29,2.0,65.0,0.0,2,13600.0,1.0,2016,11,9
0.0,1.0,1.0,0.0,225000.0,2.55,1.0,1.0,4.0,330.77,0.0,79.06,4.0,55.0,0.0,3,7200.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,275000.0,2.75,1.0,1.0,4.0,435.91,8.0,21.64,4.0,55.0,0.0,3,13333.333333333332,1.0,2016,11,9
0.0,1.0,0.0,0.0,325000.0,2.86,1.0,1.0,4.0,225.8,0.0,23.73,4.0,55.0,0.0,2,13448.0,1.0,2017,1,2
0.0,1.0,0.0,0.0,175000.0,2.66,1.0,1.0,2.0,83.16,1.0,2.02,2.0,65.0,1.0,2,7260.0,1.0,2017,1,2
0.0,1.0,0.0,0.0,275000.0,2.78,1.0,1.0,4.0,469.53,2.0,7.9,2.0,55.0,0.0,4,8000.0,1.0,2017,1,2
0.0,0.0,0.0,0.0,175000.0,-3.0,0.0,1.0,4.0,131.72,3.0,5.47,2.0,65.0,0.0,3,5343.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,275000.0,2.73,1.0,1.0,4.0,108.06,0.0,13.68,2.0,45.0,0.0,2,15600.0,1.0,2017,1,2
0.0,0.0,0.0,0.0,175000.0,2.59,1.0,1.0,3.0,565.04,2.0,5.42,2.0,65.0,0.0,2,7636.363636363636,1.0,2016,11,9
0.0,0.0,1.0,0.0,125000.0,2.62,1.0,1.0,2.0,939.56,1.0,7.09,2.0,65.0,0.0,2,7513.0,1.0,2016,11,9
0.0,1.0,0.0,0.0,500000.0,2.79,1.0,1.0,4.0,462.04,4.0,6.06,2.0,55.0,0.0,2,12734.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,125000.0,0.0,1.0,1.0,3.0,479.94,2.0,30.46,4.0,45.0,0.0,3,21560.0,1.0,2016,11,9
0.0,0.0,1.0,0.0,225000.0,2.46,1.0,1.0,4.0,354.27,3.0,8.33,3.0,45.0,0.0,2,5715.0,1.0,2016,11,9
0.0,1.0,0.0,0.0,175000.0,2.65,1.0,1.0,4.0,134.65,1.0,22.46,4.0,55.0,0.0,2,14640.0,1.0,2017,1,2
0.0,0.0,0.0,0.0,175000.0,2.66,1.0,1.0,4.0,354.52,0.0,82.53,5.0,35.0,1.0,2,21600.0,1.0,2017,1,2
0.0,1.0,0.0,0.0,275000.0,2.66,1.0,1.0,3.0,140.66,1.0,28.45,2.0,55.0,0.0,3,17529.0,1.0,2017,1,2
0.0,0.0,0.0,0.0,75000.0,2.79,1.0,0.0,3.0,135.23,2.0,4.68,1.0,75.0,0.0,1,5152.0,1.0,2016,11,9
1.0,0.0,0.0,0.0,225000.0,2.39,1.0,1.0,3.0,125.92,0.0,5.41,4.0,45.0,0.0,2,10646.4,1.0,2017,1,2
0.0,0.0,1.0,0.0,175000.0,2.69,1.0,1.0,4.0,388.99,0.0,36.2,4.0,55.0,0.0,2,15472.8,1.0,2017,1,2
0.0,0.0,1.0,0.0,125000.0,2.63,1.0,1.0,3.0,528.4,0.0,2.76,4.0,45.0,1.0,4,16600.800000000003,1.0,2017,1,2
0.0,0.0,1.0,0.0,175000.0,2.8,1.0,1.0,3.0,140.15,3.0,20.97,2.0,35.0,1.0,2,15576.0,1.0,2016,11,9
0.0,1.0,0.0,0.0,475000.0,2.7,1.0,1.0,4.0,622.47,1.0,6.43,2.0,75.0,0.0,2,11389.0,1.0,2016,11,9
1.0,1.0,0.0,0.0,500000.0,2.79,1.0,1.0,4.0,547.75,1.0,1.78,2.0,65.0,0.0,2,6761.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,275000.0,2.69,1.0,1.0,4.0,319.06,5.0,199.2,2.0,75.0,0.0,2,15051.0,1.0,2017,11,9
1.0,0.0,0.0,0.0,175000.0,2.51,1.0,1.0,3.0,140.4,1.0,16.72,2.0,65.0,0.0,2,8918.400000000001,1.0,2017,1,2
1.0,0.0,0.0,0.0,125000.0,-2.99,1.0,1.0,4.0,866.39,1.0,1.69,4.0,55.0,0.0,4,2400.0,1.0,2017,1,2
0.0,0.0,0.0,0.0,75000.0,-1.49,1.0,1.0,4.0,3363.85,8.0,5.38,1.0,65.0,0.0,1,26000.0,1.0,2017,11,9
1.0,0.0,0.0,0.0,125000.0,2.77,1.0,1.0,4.0,491.56,4.0,3.53,2.0,75.0,1.0,2,6358.666666666667,1.0,2016,11,9
0.0,1.0,0.0,0.0,125000.0,1.24,1.0,1.0,4.0,173.59,0.0,6.57,2.0,75.0,1.0,2,3120.0,1.0,2017,1,2
1.0,0.0,0.0,0.0,125000.0,2.8,1.0,1.0,4.0,650.78,5.0,7.9,2.0,65.0,0.0,3,18400.0,1.0,2016,11,9
1.0,1.0,0.0,0.0,225000.0,0.36,1.0,1.0,3.0,211.43,5.0,24.14,2.0,35.0,0.0,3,14000.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,125000.0,2.19,1.0,1.0,4.0,391.55,0.0,6.7,2.0,35.0,1.0,2,7408.799999999999,1.0,2017,1,2
0.0,0.0,1.0,0.0,75000.0,2.69,1.0,0.0,2.0,322.97,4.0,15.51,1.0,75.0,0.0,1,11701.714285714286,1.0,2016,11,9
0.0,1.0,0.0,0.0,75000.0,2.62,1.0,1.0,3.0,269.57,1.0,9.7,3.0,55.0,1.0,2,15000.0,1.0,2016,11,9
0.0,1.0,0.0,0.0,225000.0,2.82,1.0,1.0,4.0,87.33,0.0,1.48,2.0,65.0,1.0,2,5124.0,1.0,2017,1,2
0.0,0.0,0.0,0.0,75000.0,1.52,0.0,0.0,4.0,414.46,1.0,45.9,1.0,35.0,0.0,1,16600.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,175000.0,2.54,1.0,1.0,4.0,106.36,1.0,19.07,2.0,75.0,1.0,2,3333.0,1.0,2016,11,9
0.0,1.0,0.0,0.0,175000.0,0.0,1.0,1.0,4.0,479.17,0.0,33.83,4.0,45.0,0.0,2,2600.0,1.0,2017,1,2
0.0,0.0,0.0,0.0,325000.0,1.66,1.0,1.0,4.0,639.9,15.0,61.31,4.0,45.0,1.0,3,23740.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,125000.0,0.0,1.0,1.0,2.0,89.61,2.0,10.57,2.0,75.0,0.0,2,13502.4,1.0,2016,11,9
0.0,0.0,0.0,0.0,225000.0,2.18,1.0,1.0,3.0,317.89,5.0,2.12,2.0,75.0,0.0,2,11454.545454545454,1.0,2016,11,9
1.0,0.0,0.0,0.0,125000.0,2.72,1.0,1.0,3.0,351.6,0.0,12.15,2.0,65.0,0.0,2,6000.0,1.0,2017,1,2
0.0,0.0,0.0,0.0,125000.0,0.0,1.0,1.0,2.0,203.47,10.0,1.37,2.0,55.0,0.0,2,9975.0,1.0,2017,1,2
0.0,0.0,0.0,0.0,125000.0,2.78,1.0,1.0,3.0,425.73,1.0,6.49,2.0,65.0,0.0,2,4092.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,275000.0,-1.75,1.0,1.0,4.0,140.67,1.0,11.33,4.0,55.0,0.0,2,14200.0,1.0,2016,11,9
0.0,0.0,0.0,0.0,175000.0,0.0,1.0,1.0,2.0,149.85,1.0,1.74,5.0,45.0,0.0,2,28476.0,1.0,2017,1,2
0.0,1.0,0.0,0.0,125000.0,2.68,1.0,1.0,4.0,442.66,2.0,13.19,4.0,65.0,0.0,3,10806.0,1.0,2017,1,2
1.0,1.0,0.0,0.0,225000.0,-3.0,1.0,1.0,4.0,358.14,0.0,25.31,4.0,35.0,0.0,3,14400.0,1.0,2016,13,17
1.0,0.0,0.0,0.0,175000.0,2.56,0.0,0.0,3.0,100.77,0.0,18.95,2.0,35.0,1.0,2,9333.333333333334,1.0,2016,2,0
0.0,0.0,0.0,0.0,175000.0,1.83,0.0,0.0,3.0,116.48,1.0,4.51,1.0,35.0,0.0,2,12000.0,1.0,2017,12,8
1.0,0.0,1.0,0.0,225000.0,2.4,1.0,1.0,3.0,202.51,8.0,5.15,2.0,45.0,0.0,3,14700.0,1.0,2017,1,2
0.0,0.0,0.0,0.0,175000.0,2.45,1.0,1.0,4.0,447.87,8.0,9.3,2.0,65.0,0.0,5,8492.307692307693,1.0,2016,11,9
0.0,0.0,0.0,0.0,325000.0,2.43,1.0,1.0,3.0,533.26,1.0,11.2,2.0,45.0,1.0,2,7504.799999999999,1.0,2017,1,2
1.0,0.0,0.0,0.0,325000.0,2.45,1.0,1.0,4.0,388.51,0.0,29.72,5.0,55.0,0.0,3,13285.714285714286,1.0,2015,2,0
0.0,0.0,0.0,0.0,275000.0,0.0,1.0,1.0,4.0,600.12,14.0,214.2,4.0,45.0,1.0,4,18000.0,1.0,2016,11,9
1.0,1.0,0.0,0.0,125000.0,2.7,1.0,1.0,3.0,280.41,1.0,16.6,2.0,55.0,0.0,2,12992.0,1.0,2017,1,2
0.0,0.0,1.0,0.0,175000.0,2.68,1.0,1.0,3.0,931.69,2.0,47.85,2.0,55.0,0.0,2,9700.0,1.0,2017,11,9
0.0,1.0,0.0,0.0,375000.0,2.98,1.0,1.0,4.0,361.17,0.0,13.31,4.0,45.0,0.0,2,11866.666666666668,1.0,2016,9,7
0.0,1.0,0.0,0.0,75000.0,2.42,1.0,1.0,3.0,409.43,0.0,4.79,4.0,35.0,0.0,3,4666.5,1.0,2016,9,7
0.0,0.0,0.0,0.0,125000.0,2.93,0.0,0.0,4.0,296.26,0.0,8.07,4.0,35.0,0.0,2,6327.272727272727,1.0,2016,9,7
0.0,1.0,0.0,0.0,125000.0,-2.09,1.0,1.0,4.0,207.86,0.0,21.86,6.0,35.0,1.0,3,6000.0,1.0,2016,9,7
0.0,0.0,1.0,0.0,375000.0,0.0,1.0,1.0,4.0,228.38,0.0,16.84,3.0,45.0,0.0,2,9733.333333333332,1.0,2016,9,7
0.0,1.0,1.0,0.0,125000.0,2.14,0.0,0.0,4.0,785.74,0.0,7.17,2.0,35.0,0.0,2,9818.181818181818,1.0,2016,9,7
0.0,1.0,0.0,0.0,125000.0,-2.94,1.0,1.0,4.0,401.13,0.0,3.56,4.0,45.0,0.0,3,9900.0,1.0,2016,9,7
0.0,0.0,0.0,0.0,225000.0,2.74,1.0,1.0,3.0,601.28,0.0,24.11,6.0,35.0,0.0,4,9277.333333333332,1.0,2016,9,7
0.0,0.0,0.0,0.0,50000.0,2.32,0.0,0.0,3.0,97.15,7.0,4.54,1.0,25.0,1.0,1,10680.0,1.0,2016,9,7
0.0,0.0,0.0,0.0,75000.0,2.52,0.0,1.0,3.0,484.76,0.0,0.78,3.0,25.0,1.0,3,6654.545454545454,1.0,2016,9,7
0.0,0.0,0.0,0.0,125000.0,2.86,1.0,1.0,4.0,156.08,0.0,10.46,2.0,65.0,0.0,2,7501.333333333333,1.0,2016,9,7
0.0,0.0,1.0,0.0,75000.0,1.96,1.0,1.0,4.0,900.47,50.0,6.76,7.0,35.0,0.0,3,6500.0,1.0,2016,9,7
0.0,1.0,1.0,0.0,125000.0,2.73,1.0,1.0,4.0,430.05,2.0,10.96,4.0,45.0,0.0,2,7500.0,1.0,2016,9,7
0.0,0.0,1.0,0.0,125000.0,1.46,0.0,0.0,3.0,668.06,0.0,14.53,4.0,35.0,0.0,2,7500.0,1.0,2016,9,7
