 Index ,submitdate. Date submitted,Month/Year Submitted, Month Submitted ,  Year Submitted  , lastpage. Last page , Previous PHEVs , Previous BEVs , Previous HEVs , Previous CNGs , Household Income ," Importance of reducing greenhouse gas emissions (03 not important, 3 important) ", Home ownership (own 1) , Home Type (detached 1) , Highest Level of Education , Longest trip in the last 12 months , Number of trips over 200 miles in the last 12 months , One0way commute distance , Number of people in the household , Age , Gender (Male 1) , Number of vehicles in the household , Annual VMT Estimate  ," FCV, BEV Dummy ", Model Year , Manufacture , Model 
8943,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,75000,1,1,1,4,229,0,8,1,45,1,2,10500,1,2016, Fiat , 500e 
8946,8/19/2016,8/1/2016,8,2016,43,0,0,1,0,125000,3,0,0,4,135,0,24,4,45,0,3,20400,1,2016, Volkswagen , e0Golf 
8948,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,175000,3,1,1,2,1063,0,32,4,45,1,2,15400,1,2016, Kia , Soul EV 
8950,8/19/2016,8/1/2016,8,2016,43,0,1,0,0,425000,3,1,1,3,187,12,29,2,45,0,2,20250,1,2015, Tesla , Model S 
8955,8/19/2016,8/1/2016,8,2016,43,1,0,0,0,125000,3,1,1,3,312,6,33,2,65,0,4,26409,1,2015, Tesla , Model S 
8957,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,125000,3,0,0,4,95,20,28,1,35,1,1,32000,1,2016, Tesla , Model S 
8961,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,125000,2,1,1,4,1823,6,4,5,25,0,3,20000,1,2015, Tesla , Model S 
8963,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,125000,3,1,1,4,225,0,1,3,35,0,2,9067,1,2016, Volkswagen , e0Golf 
8965,8/21/2016,8/1/2016,8,2016,43,0,0,0,0,175000,3,1,1,3,127,0,2,4,35,0,2,10669,1,2015, Nissan , Leaf 
8972,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,175000,0,0,0,4,462,0,9,4,35,0,2,4440,1,2016, Volkswagen , e0Golf 
8975,9/18/2016,9/1/2016,9,2016,43,1,0,0,0,225000,3,1,1,3,369,1,2,2,65,0,2,8667,1,2015, Tesla , Model S 
8977,8/19/2016,8/1/2016,8,2016,43,0,0,1,0,175000,3,1,1,3,133,1,7,3,45,0,2,8865,1,2015, BMW , i3 
8978,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,175000,3,1,1,4,543,0,10,4,55,0,4,11446,1,2015, Nissan , Leaf 
8987,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,125000,3,1,1,3,260,0,7,2,75,0,2,7714,1,2015, Nissan , Leaf 
8990,8/19/2016,8/1/2016,8,2016,43,0,1,0,0,125000,3,0,1,3,137,0,17,4,35,0,2,10266,1,2016, Fiat , 500e 
8997,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,225000,3,1,1,3,487,0,25,7,55,0,5,15468,1,2015, Nissan , Leaf 
9007,8/19/2016,8/1/2016,8,2016,43,0,0,1,0,225000,3,1,1,4,542,0,1,4,55,0,3,26826,1,2015, Nissan , Leaf 
9009,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,125000,3,0,0,4,108,0,7,4,35,0,2,9231,1,2015, Nissan , Leaf 
9010,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,325000,2,0,0,2,385,6,9,2,25,0,1,12000,1,2016, Tesla , Model S 
9012,9/15/2016,9/1/2016,9,2016,43,0,0,0,0,375000,3,1,1,4,114,10,28,2,75,0,2,9333,1,2015, Tesla , Model S 
9017,8/19/2016,8/1/2016,8,2016,43,0,0,1,0,175000,2,1,1,4,1035,30,22,1,35,0,2,34000,1,2015, Tesla , Model S 
9019,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,225000,1,1,1,3,549,8,63,2,35,1,2,32000,1,2015, Tesla , Model S 
9022,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,175000,2,0,1,4,266,0,22,3,45,1,2,10286,1,2016, Fiat , 500e 
9030,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,500000,3,1,1,4,338,0,15,4,45,1,3,9600,1,2016, Fiat , 500e 
9032,8/19/2016,8/1/2016,8,2016,43,0,1,0,0,75000,0,1,1,3,116,0,20,5,45,0,3,12000,1,2015, Nissan , Leaf 
9037,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,75000,3,0,0,2,437,0,2,2,45,0,2,4500,1,2015, Nissan , Leaf 
9038,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,225000,3,1,1,3,469,0,16,4,45,1,3,12000,1,2015, Nissan , Leaf 
9044,8/19/2016,8/1/2016,8,2016,43,0,0,1,0,125000,3,1,1,3,286,0,64,1,75,0,2,10168,1,2012, Toyota , RAV4 EV 
9047,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,175000,3,1,0,4,173,2,28,2,35,1,2,9429,1,2016, Nissan , Leaf 
9051,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,175000,2,1,1,4,121,0,63,4,55,0,3,28000,1,2015, Tesla , Model S 
9054,8/19/2016,8/1/2016,8,2016,43,0,0,1,0,425000,3,1,1,4,219,0,2,4,55,1,4,4544,1,2016, Fiat , 500e 
9058,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,225000,2,1,1,4,384,0,22,4,55,0,2,5819,1,2015, Nissan , Leaf 
9059,8/22/2016,8/1/2016,8,2016,43,0,0,0,0,475000,3,1,1,4,205,24,1,3,45,1,1,12750,1,2015, Tesla , Model S 
9061,8/20/2016,8/1/2016,8,2016,43,0,0,0,0,500000,3,1,1,4,348,3,17,2,55,0,2,4800,1,2015, Tesla , Model S 
9070,8/19/2016,8/1/2016,8,2016,43,0,1,0,0,225000,2,1,1,4,349,0,5,4,55,0,2,13029,1,2016, Tesla , Model S 
9075,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,175000,1,1,1,2,175,0,29,3,65,0,5,19533,1,2016, Nissan , Leaf 
9081,8/19/2016,8/1/2016,8,2016,43,1,0,1,0,175000,2,1,0,4,119,3,3,3,35,1,3,7500,1,2015, Tesla , Model S 
9085,8/19/2016,8/1/2016,8,2016,43,0,0,1,0,275000,3,1,1,4,357,0,17,2,55,0,2,7714,1,2015, Nissan , Leaf 
9089,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,175000,3,1,1,4,344,0,30,5,55,0,4,20280,1,2015, Nissan , Leaf 
9093,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,225000,3,1,0,3,1071,7,16,5,45,1,3,24000,1,2015, Tesla , Model S 
9096,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,175000,1,1,1,4,258,0,14,4,35,1,2,13043,1,2015, Nissan , Leaf 
9097,8/19/2016,8/1/2016,8,2016,43,0,0,1,0,175000,1,1,1,4,984,0,1,2,65,0,2,3483,1,2015, Nissan , Leaf 
9102,8/19/2016,8/1/2016,8,2016,43,0,0,1,0,225000,0,1,1,4,615,0,5,5,55,0,3,6171,1,2016, Fiat , 500e 
9110,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,325000,3,1,1,4,269,2,22,5,55,0,4,7971,1,2015, Tesla , Model S 
9112,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,500000,1,1,1,4,495,1,42,4,35,0,2,18906,1,2015, Tesla , Model S 
9114,8/23/2016,8/1/2016,8,2016,43,0,0,0,0,175000,0,1,1,3,300,0,24,3,45,0,4,14458,1,2016, Volkswagen , e0Golf 
9118,9/14/2016,9/1/2016,9,2016,43,0,0,0,0,500000,2,1,1,4,430,0,3,6,45,0,3,6500,1,2015, Nissan , Leaf 
9120,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,325000,2,1,1,4,116,1,12,2,45,0,3,9764,1,2016, Tesla , Model S 
9132,8/21/2016,8/1/2016,8,2016,43,0,0,0,0,175000,2,1,0,4,186,0,31,3,45,0,2,4800,1,2015, Nissan , Leaf 
9134,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,75000,3,1,1,2,137,0,8,3,45,1,2,6387,1,2016, Fiat , 500e 
9135,8/19/2016,8/1/2016,8,2016,43,0,1,0,0,275000,2,1,1,4,461,0,13,4,35,0,2,7800,1,2015, Nissan , Leaf 
9137,8/19/2016,8/1/2016,8,2016,43,0,0,1,1,175000,2,1,1,4,383,0,13,4,55,0,2,5333,1,2015, Nissan , Leaf 
9142,8/19/2016,8/1/2016,8,2016,43,1,0,0,0,125000,3,1,1,4,395,4,12,2,65,1,3,45596,1,2016, Tesla , Model S 
9146,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,175000,3,1,1,4,348,0,9,3,55,0,2,8828,1,2015, Nissan , Leaf 
9149,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,125000,2,1,1,3,117,9,26,5,35,0,2,19500,1,2015, Nissan , Leaf 
9152,8/19/2016,8/1/2016,8,2016,43,0,0,1,0,175000,3,1,1,3,245,0,23,1,55,1,2,7000,1,2016, Fiat , 500e 
9155,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,325000,1,1,1,3,466,0,12,2,25,1,2,8980,1,2015, BMW , i3 
9156,8/19/2016,8/1/2016,8,2016,43,0,1,0,0,125000,3,1,1,4,237,2,40,4,45,0,3,24000,1,2016, Tesla , Model S 
9157,8/23/2016,8/1/2016,8,2016,43,0,0,0,0,375000,1,1,1,3,230,0,27,4,45,0,3,16200,1,2015, Nissan , Leaf 
9161,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,175000,0,1,0,4,865,0,5,2,25,1,2,10286,1,2015, BMW , i3 
9163,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,175000,2,1,1,4,481,0,4,2,35,1,2,3429,1,2016, Fiat , 500e 
9166,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,475000,2,1,1,4,341,0,22,4,45,0,3,10098,1,2015, BMW , i3 
9172,8/19/2016,8/1/2016,8,2016,43,0,1,0,0,425000,2,1,1,3,555,0,29,3,45,0,3,13091,1,2016, Volkswagen , e0Golf 
9173,8/19/2016,8/1/2016,8,2016,43,0,0,1,0,125000,3,1,1,3,384,0,36,2,75,0,2,7704,1,2016, Nissan , Leaf 
9175,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,75000,1,1,1,2,336,0,8,2,75,1,2,1978,1,2015, Nissan , Leaf 
9186,8/19/2016,8/1/2016,8,2016,43,1,0,0,0,125000,3,1,1,4,2516,0,3,2,65,1,2,4673,1,2015, Nissan , Leaf 
9196,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,75000,3,1,1,3,410,0,6,2,75,0,3,5539,1,2016, Volkswagen , e0Golf 
9199,9/27/2016,9/1/2016,9,2016,43,1,1,0,0,225000,3,1,1,4,482,0,3,2,65,0,3,4311,1,2015, Nissan , Leaf 
9204,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,75000,2,0,1,3,454,3,5,3,65,0,3,9338,1,2015, Nissan , Leaf 
9213,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,375000,0,1,1,4,525,0,16,4,45,0,3,12500,1,2015, Nissan , Leaf 
9214,8/21/2016,8/1/2016,8,2016,43,0,0,0,0,175000,3,1,1,4,543,0,5,4,65,0,5,7385,1,2015, Nissan , Leaf 
9221,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,50000,0,0,1,3,137,100,5,6,25,0,5,8135,1,2015, Nissan , Leaf 
9222,8/21/2016,8/1/2016,8,2016,43,0,0,1,0,225000,3,1,0,4,490,0,41,3,35,1,3,12632,1,2015, Nissan , Leaf 
9228,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,500000,2,1,1,4,130,0,3,5,35,0,2,3055,1,2015, Nissan , Leaf 
9229,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,175000,0,0,0,3,385,12,25,2,35,0,2,24706,1,2015, Tesla , Model S 
9230,8/19/2016,8/1/2016,8,2016,43,0,1,0,0,225000,3,1,1,3,284,0,22,4,45,0,2,10667,1,2015, Nissan , Leaf 
9236,8/19/2016,8/1/2016,8,2016,43,0,0,1,0,175000,3,1,1,4,172,0,12,4,45,0,2,9600,1,2015, Nissan , Leaf 
9243,8/19/2016,8/1/2016,8,2016,43,0,0,1,0,75000,3,1,1,4,114,0,13,3,25,0,2,9600,1,2015, Kia , Soul EV 
9249,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,175000,3,1,1,3,147,0,19,2,65,0,3,5259,1,2015, Nissan , Leaf 
9259,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,175000,3,1,0,4,459,0,4,3,45,0,2,5700,1,2016, Fiat , 500e 
9261,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,75000,3,1,1,4,135,2,12,4,45,0,1,12683,1,2015, Nissan , Leaf 
9264,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,425000,3,1,1,4,237,4,12,5,55,0,4,12000,1,2015, Tesla , Model S 
9267,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,175000,2,1,1,3,164,1,14,1,75,1,3,3170,1,2016, Tesla , Model S 
9295,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,325000,0,1,1,4,2603,0,27,4,45,0,3,14267,1,2015, Tesla , Model S 
9299,8/20/2016,8/1/2016,8,2016,43,1,1,1,0,175000,3,1,1,3,140,0,7,3,75,1,3,8965,1,2015, Nissan , Leaf 
9311,8/19/2016,8/1/2016,8,2016,43,0,0,1,0,325000,3,1,1,4,107,0,10,3,65,0,2,13732,1,2016, Fiat , 500e 
9313,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,50000,3,1,1,3,102,0,12,3,55,0,3,18545,1,2015, Nissan , Leaf 
9317,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,325000,3,1,0,3,382,0,5,3,45,1,2,6000,1,2016, Volkswagen , e0Golf 
9321,8/31/2016,8/1/2016,8,2016,43,0,1,0,0,75000,3,1,1,3,445,0,25,4,55,0,4,17333,1,2015, Nissan , Leaf 
9328,8/20/2016,8/1/2016,8,2016,43,0,0,0,0,175000,1,1,0,3,292,10,6,1,65,0,3,11400,1,2015, Tesla , Model S 
9329,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,125000,2,1,1,3,519,0,5,4,45,1,3,16007,1,2015, Nissan , Leaf 
9331,8/19/2016,8/1/2016,8,2016,43,0,0,0,0,50000,3,0,1,2,113,0,9,2,25,0,2,11400,1,2015, Nissan , Leaf 
9336,8/20/2016,8/1/2016,8,2016,43,0,0,1,0,225000,3,1,1,4,1023,0,3,2,65,0,2,7500,1,2015, Nissan , Leaf 
9338,8/20/2016,8/1/2016,8,2016,43,0,0,0,0,175000,1,1,1,3,178,0,5,3,55,1,2,13500,1,2015, Nissan , Leaf 
9339,9/14/2016,9/1/2016,9,2016,43,0,0,0,0,325000,3,1,1,3,192,0,41,6,45,0,3,8933,1,2015, Tesla , Model S 
9342,8/20/2016,8/1/2016,8,2016,43,0,0,0,0,125000,0,1,1,3,210,0,26,3,55,0,5,11286,1,2016, Volkswagen , e0Golf 
9343,8/20/2016,8/1/2016,8,2016,43,0,0,0,0,175000,1,1,1,3,213,0,14,6,45,0,3,11467,1,2015, Nissan , Leaf 
9344,8/20/2016,8/1/2016,8,2016,43,0,1,0,0,75000,2,0,0,3,274,2,8,2,55,0,2,6790,1,2015, Nissan , Leaf 
9345,8/20/2016,8/1/2016,8,2016,43,1,0,1,0,75000,1,1,1,2,300,12,5,3,25,1,2,6000,1,2015, Nissan , Leaf 
9353,8/20/2016,8/1/2016,8,2016,43,0,0,1,0,425000,0,1,1,4,388,0,18,3,35,0,2,10667,1,2016, Nissan , Leaf 
9357,8/20/2016,8/1/2016,8,2016,43,0,0,0,0,275000,3,1,1,3,619,1,51,4,55,1,3,9750,1,2015, Tesla , Model S 
9360,8/20/2016,8/1/2016,8,2016,43,0,0,0,0,125000,3,1,1,3,1730,0,10,2,65,0,3,6006,1,2015, Nissan , Leaf 
9361,8/20/2016,8/1/2016,8,2016,43,0,0,0,0,175000,3,1,0,4,181,0,20,2,55,1,2,12000,1,2015, Nissan , Leaf 
9367,8/20/2016,8/1/2016,8,2016,43,0,0,0,0,125000,1,1,1,4,133,0,12,4,35,1,3,6599,1,2015, BMW , i3 
9368,8/20/2016,8/1/2016,8,2016,43,0,0,0,0,125000,0,1,1,2,750,0,66,3,35,0,2,31646,1,2015, Nissan , Leaf 
9376,8/22/2016,8/1/2016,8,2016,43,0,1,0,0,275000,3,1,1,4,400,0,13,5,55,0,2,12000,1,2015, Nissan , Leaf 
9377,8/20/2016,8/1/2016,8,2016,43,0,0,1,0,125000,2,1,1,4,716,3,35,2,75,0,3,13658,1,2015, Tesla , Model S 
9383,8/20/2016,8/1/2016,8,2016,43,0,1,0,0,225000,0,1,1,4,178,0,20,3,55,0,2,12393,1,2015, BMW , i3 
9384,8/20/2016,8/1/2016,8,2016,43,0,1,0,0,275000,3,0,1,3,442,6,14,2,75,0,1,7600,1,2015, Tesla , Model S 
9391,8/20/2016,8/1/2016,8,2016,43,0,0,0,0,500000,3,0,1,4,290,2,2,4,45,1,3,6857,1,2016, Tesla , Model S 
9394,9/24/2016,9/1/2016,9,2016,43,0,0,0,0,475000,3,1,1,4,399,20,9,5,45,0,3,14320,1,2016, Tesla , Model S 
9396,8/20/2016,8/1/2016,8,2016,43,0,0,1,0,225000,3,1,1,4,275,0,38,2,55,0,3,17250,1,2015, Nissan , Leaf 
9399,8/20/2016,8/1/2016,8,2016,43,0,0,0,0,125000,3,1,1,3,589,4,18,2,80,0,3,9750,1,2015, Tesla , Model S 
9401,8/20/2016,8/1/2016,8,2016,43,0,0,0,0,500000,3,1,1,3,408,2,8,2,65,0,3,8400,1,2016, Tesla , Model S 
9422,8/20/2016,8/1/2016,8,2016,43,0,0,0,0,475000,0,0,1,2,499,12,30,3,55,0,3,35960,1,2016, Tesla , Model S 
9436,8/20/2016,8/1/2016,8,2016,43,0,0,0,0,125000,3,1,1,4,338,0,18,3,35,0,2,12000,1,2015, Nissan , Leaf 
9438,8/20/2016,8/1/2016,8,2016,43,0,0,0,0,175000,2,1,1,3,334,0,18,4,55,0,4,8144,1,2016, Tesla , Model S 
9442,8/20/2016,8/1/2016,8,2016,43,0,0,1,0,125000,2,1,1,4,60,0,6,3,35,0,2,7877,1,2016, Kia , Soul EV 
9448,8/20/2016,8/1/2016,8,2016,43,0,0,1,0,125000,3,1,1,3,1711,0,9,2,65,1,2,9231,1,2015, Nissan , Leaf 
9449,8/20/2016,8/1/2016,8,2016,43,0,0,0,0,375000,3,1,1,3,196,16,6,4,55,0,3,20027,1,2015, Tesla , Model S 
9459,8/23/2016,8/1/2016,8,2016,43,0,0,0,0,50000,3,1,1,3,510,0,18,5,35,1,3,11851,1,2015, Nissan , Leaf 
9470,8/21/2016,8/1/2016,8,2016,43,1,1,0,0,325000,3,1,1,2,362,4,21,5,35,0,4,6000,1,2016, Tesla , Model X 
9475,8/21/2016,8/1/2016,8,2016,43,0,0,0,0,175000,3,1,1,4,323,0,4,4,45,0,2,4694,1,2015, Nissan , Leaf 
9476,8/21/2016,8/1/2016,8,2016,43,0,0,1,0,225000,2,1,1,4,370,0,26,4,65,0,4,7664,1,2015, Nissan , Leaf 
9478,8/21/2016,8/1/2016,8,2016,43,0,1,0,0,225000,2,0,1,4,440,0,5,4,55,0,4,3775,1,2016, Nissan , Leaf 
9486,8/21/2016,8/1/2016,8,2016,43,0,0,0,0,225000,1,0,0,2,103,0,16,3,35,0,2,6240,1,2016, Kia , Soul EV 
9490,8/21/2016,8/1/2016,8,2016,43,0,0,0,0,50000,3,1,1,3,40,0,1,1,55,0,2,3200,1,2016, Fiat , 500e 
9492,8/21/2016,8/1/2016,8,2016,43,0,0,0,0,125000,0,0,0,2,361,0,35,4,35,0,2,13800,1,2015, Nissan , Leaf 
9493,8/21/2016,8/1/2016,8,2016,43,0,0,0,0,125000,0,1,1,3,381,4,6,2,65,0,2,11012,1,2015, Tesla , Model S 
9502,8/21/2016,8/1/2016,8,2016,43,0,0,0,0,175000,2,1,1,4,856,20,6,2,75,0,2,16194,1,2015, Tesla , Model S 
9503,8/21/2016,8/1/2016,8,2016,43,0,0,0,0,225000,2,1,1,3,350,2,31,5,45,0,2,22286,1,2016, Tesla , Model S 
9504,8/21/2016,8/1/2016,8,2016,43,0,0,0,0,225000,3,1,1,4,1084,0,20,4,45,1,3,9804,1,2016, Fiat , 500e 
9505,8/21/2016,8/1/2016,8,2016,43,0,0,0,0,50000,2,0,0,2,404,0,5,6,45,1,3,5865,1,2016, Volkswagen , e0Golf 
9509,8/21/2016,8/1/2016,8,2016,43,0,0,0,0,125000,3,1,0,4,275,0,20,2,35,0,2,10667,1,2015, Nissan , Leaf 
9512,8/21/2016,8/1/2016,8,2016,43,0,0,0,0,275000,3,0,0,4,164,0,12,2,35,1,2,686,1,2016, Fiat , 500e 
9520,8/21/2016,8/1/2016,8,2016,43,0,0,0,0,325000,1,1,1,4,389,2,7,2,35,1,2,9000,1,2015, Tesla , Model S 
9524,8/21/2016,8/1/2016,8,2016,43,0,0,0,0,175000,2,1,1,4,2593,24,15,2,75,0,3,21000,1,2015, Tesla , s 
9534,8/21/2016,8/1/2016,8,2016,43,0,0,0,0,225000,3,1,0,4,324,3,12,4,45,0,3,16338,1,2015, Tesla , Model S 
9539,8/21/2016,8/1/2016,8,2016,43,0,0,0,0,225000,3,1,1,4,357,0,6,3,65,0,4,9446,1,2015, Nissan , Leaf 
9554,8/21/2016,8/1/2016,8,2016,43,0,0,0,0,225000,2,1,1,4,385,0,10,4,55,0,2,8000,1,2015, Nissan , Leaf 
9559,8/22/2016,8/1/2016,8,2016,43,0,1,0,0,225000,2,1,1,4,153,2,30,2,65,0,2,21600,1,2016, Tesla , Model S 
9565,8/22/2016,8/1/2016,8,2016,43,0,0,0,0,275000,0,1,1,4,252,1,10,3,45,0,3,13560,1,2016, Tesla , Model S 
9567,8/22/2016,8/1/2016,8,2016,43,0,0,0,0,125000,3,1,1,3,184,0,32,3,55,0,3,21655,1,2015, BMW , i3 
9571,8/22/2016,8/1/2016,8,2016,43,0,0,1,0,175000,3,1,1,4,389,0,1,2,65,0,2,9273,1,2015, Nissan , Leaf 
9572,8/22/2016,8/1/2016,8,2016,43,0,0,1,0,475000,3,1,1,4,370,0,28,7,45,0,5,16500,1,2015, Tesla , Model S 
9573,8/22/2016,8/1/2016,8,2016,43,0,0,0,0,175000,3,1,1,4,1276,0,9,3,45,1,2,10629,1,2015, Nissan , Leaf 
9574,8/22/2016,8/1/2016,8,2016,43,0,0,1,0,500000,2,1,1,4,20,2,42,3,65,0,2,13000,1,2015, Tesla , Model S 
9576,8/22/2016,8/1/2016,8,2016,43,1,0,0,0,500000,1,1,1,3,986,18,25,7,55,0,4,22400,1,2015, Tesla , Model S 
9581,8/22/2016,8/1/2016,8,2016,43,0,0,0,0,225000,1,1,1,4,375,0,29,2,55,0,2,31636,1,2016, Nissan , Leaf 
9583,8/22/2016,8/1/2016,8,2016,43,0,0,0,0,325000,3,1,1,3,204,6,4,3,45,0,3,7714,1,2016, Tesla , Model S 
9588,8/22/2016,8/1/2016,8,2016,43,0,0,1,0,225000,3,1,0,4,296,0,3,2,45,0,2,4125,1,2015, Nissan , Leaf 
9595,8/22/2016,8/1/2016,8,2016,43,0,0,0,0,225000,3,1,1,4,159,0,20,2,55,0,2,10653,1,2015, BMW , i3 
9599,8/22/2016,8/1/2016,8,2016,43,0,0,0,0,500000,3,1,1,3,112,2,0,5,55,0,5,25400,1,2015, Tesla , Model S 
9600,8/22/2016,8/1/2016,8,2016,43,0,0,0,0,225000,3,1,1,2,372,20,43,3,55,1,3,18823,1,2015, Tesla , Model S 
9607,8/22/2016,8/1/2016,8,2016,43,1,0,0,0,500000,2,1,1,3,167,12,5,2,80,0,3,15101,1,2015, Tesla , Model S 
9615,8/22/2016,8/1/2016,8,2016,43,0,0,0,0,175000,3,1,1,4,299,3,2,2,65,0,2,5400,1,2016, Tesla , Model S 
9625,9/15/2016,9/1/2016,9,2016,43,1,0,0,0,125000,3,0,1,2,251,0,12,3,55,0,2,8540,1,2015, Nissan , Leaf 
9627,8/22/2016,8/1/2016,8,2016,43,0,1,0,0,175000,2,1,1,3,454,0,19,2,45,1,3,12240,1,2016, Volkswagen , e0Golf 
9632,8/22/2016,8/1/2016,8,2016,43,1,1,0,0,175000,3,1,1,4,103,0,7,4,45,0,3,10050,1,2016, Nissan , Leaf 
9640,8/22/2016,8/1/2016,8,2016,43,0,0,0,0,225000,3,1,1,4,409,45,91,3,45,0,2,162000,1,2016, Tesla , Model S 
9643,8/22/2016,8/1/2016,8,2016,43,0,1,1,0,275000,1,1,1,3,388,8,14,2,35,0,3,13500,1,2015, Tesla , Model S 
9644,8/22/2016,8/1/2016,8,2016,43,0,0,0,0,225000,2,0,1,3,301,0,8,3,35,0,4,3600,1,2016, Fiat , 500e 
9645,8/22/2016,8/1/2016,8,2016,43,0,0,0,0,175000,1,0,0,4,398,0,11,2,45,0,2,1123,1,2016, Fiat , 500e 
9657,8/22/2016,8/1/2016,8,2016,43,0,0,0,0,225000,3,1,1,4,372,0,28,5,35,1,2,13029,1,2015, Nissan , Leaf 
9659,8/22/2016,8/1/2016,8,2016,43,0,0,1,0,75000,3,0,1,4,901,1,19,2,35,1,2,7500,1,2016, Volkswagen , e0Golf 
9661,8/22/2016,8/1/2016,8,2016,43,0,0,0,0,225000,3,1,1,4,758,0,0,4,55,0,4,4200,1,2016, Volkswagen , e0Golf 
9662,8/22/2016,8/1/2016,8,2016,43,0,1,0,0,225000,3,1,1,4,373,0,15,3,45,0,3,11000,1,2016, Fiat , 500e 
9666,8/23/2016,8/1/2016,8,2016,43,0,0,0,0,275000,3,0,0,4,457,29,9,1,45,0,2,13800,1,2015, Tesla , Model S 
9673,8/23/2016,8/1/2016,8,2016,43,0,0,0,0,175000,2,1,1,4,124,10,30,5,55,0,4,26640,1,2015, Nissan , Leaf 
9677,8/23/2016,8/1/2016,8,2016,43,0,0,0,0,175000,2,1,1,4,4042,0,14,4,45,0,2,9896,1,2016, Kia , Soul EV 
9684,8/23/2016,8/1/2016,8,2016,43,0,1,0,0,500000,3,1,1,2,212,0,20,3,65,0,5,32592,1,2017, Tesla , Model S 
9685,8/23/2016,8/1/2016,8,2016,43,0,1,0,0,325000,1,1,1,2,320,10,17,2,55,1,2,11455,1,2015, Tesla , Model S 
9686,8/23/2016,8/1/2016,8,2016,43,0,0,0,0,500000,3,1,1,3,403,0,25,2,45,0,3,12000,1,2015, BMW , i3 
9687,8/23/2016,8/1/2016,8,2016,43,0,0,0,0,275000,1,1,1,4,377,0,15,4,45,0,2,10286,1,2016, Volkswagen , e0Golf 
9692,8/23/2016,8/1/2016,8,2016,43,0,0,0,0,275000,3,0,1,4,133,0,28,4,45,0,2,12000,1,2016, Volkswagen , e0Golf 
9696,8/23/2016,8/1/2016,8,2016,43,0,0,1,0,175000,3,0,0,4,408,0,7,2,35,0,2,5028,1,2015, BMW , i3 
9706,8/23/2016,8/1/2016,8,2016,43,0,0,0,0,175000,3,1,1,3,405,0,13,3,45,0,2,6300,1,2016, Volkswagen , e0Golf 
9709,8/23/2016,8/1/2016,8,2016,43,0,1,0,0,125000,2,0,0,2,79,0,14,2,35,1,2,10800,1,2016, Fiat , 500e 
9710,8/23/2016,8/1/2016,8,2016,43,0,0,1,0,175000,3,1,1,4,146,0,3,4,45,0,2,11250,1,2016, Volkswagen , e0Golf 
9716,8/23/2016,8/1/2016,8,2016,43,0,0,0,0,125000,2,1,1,3,505,0,20,2,35,0,3,9840,1,2016, Volkswagen , e0Golf 
9719,8/23/2016,8/1/2016,8,2016,43,0,0,0,0,225000,1,0,1,3,755,2,10,3,45,1,3,10938,1,2016, Nissan , Leaf 
