Station Name,City,State,ZIP,Latitude,Longitude,year
Irvington Public Library,Irvington,NY,10533,41.039444,-73.872672,2020
Aqueduct Parking Lot,irvington,NY,10533,41.038926,-73.867014,2020
Veterans Memorial Park,Mount Morris,NY,14510,42.718388,-77.869315,2020
Downtown Parking Lot,Mount Morris,NY,14510,42.72714,-77.874578,2020
Westin Desert Willow Villas,Palm Desert,CA,92260,33.762931,-116.370079,2020
Human Services,Montour Falls,NY,14865,42.340415,-76.840745,2020
Seneca Harbor Park,Watkins Glen,NY,14891,42.38354,-76.871105,2020
Pioneer Crossing,Puyallup,WA,98372,47.184725,-122.257002,2020
Calimesa,Calimesa,CA,92223,33.966352,-117.03788,2020
Mojave Air & Spaceport (Administration),Mojave,CA,93501,35.056818,-118.157833,2020
Township Municipal Building,Manahawkin,NJ,8050,39.69204,-74.25012,2020
Exit 48A (Pembroke),Corfu,NY,14036,43.002564,-78.40714,2020
Western NY Welcome Center (Grand Island Travel Plaza),Grand Island,NY,14072,43.019417,-78.975382,2020
Muscatine Power and Water,Muscatine,IA,52761,41.436506,-91.082328,2020
Exit 21 (Catskill),Catskill,NY,12451,42.246692,-73.885289,2020
2450 Martin Rd,Fairfield,CA,94534,38.274202,-122.051044,2020
Audi Costa Mesa,Costa Mesa,CA,92626,33.668626,-117.883432,2020
BOWDOIN BOWDOIN ROUX 1,Brunswick,ME,4011,43.906932,-69.959324,2020
BOWDOIN BOWDOIN ROUX 2,Brunswick,ME,4011,43.90694,-69.95922,2020
POTOMAC EDISON KEEDYSVILLE,Keedysville,MD,21756,39.490931,-77.695944,2020
POTOMAC EDISON BOONSBORO,Boonsboro,MD,21713,39.50728,-77.651516,2020
FAYETTEVILLE NC TRANS MUSEUM,Fayetteville,NC,28301,35.051862,-78.88186,2020
KEYSTONE H-D DC FAST HOG,White Hall,PA,18052,40.649659,-75.493771,2020
NEWPORT VT 15 MAIN NEWPORT,Newport,VT,5855,44.935955,-72.20744,2020
CIRC STATION 2,Richmond,VA,23220,37.552946,-77.45701,2020
TAC PW PARKING CONV CTR 03,Tacoma,WA,98402,47.247578,-122.4388,2020
Bay Park Towers,Miami,FL,33137,25.808021,-80.186286,2020
BGE-Glen Burnie Garage,Glen Burnie,MD,21061,39.163433,-76.624182,2020
"Target T0346 - Clackamas, OR",Clackamas,OR,97015,45.43203,-122.57103,2020
Plaza 23 Station,Pompton Plains,NJ,7444,40.96872,-74.28467,2020
"Walmart 2278 - Erie, PA",Erie,PA,16509,42.0523,-80.08185,2020
"Walmart 3349 - Port Charlotte, FL",Port Charlotte,FL,33983,27.02385,-82.04687,2020
"Walmart 2104 - Newburgh, NY",Newburgh,NY,12550,41.49776,-74.07319,2020
"Walmart 2647 - Woodstock, VA",Woodstock,VA,22664,38.86963,-78.52963,2020
"BoA CA0-151 (Palm Springs, CA)",Palm Springs,CA,92264,33.81521,-116.54636,2020
University of Hawaii Hilo,Hilo,HI,96720,19.70255749823714,-155.0816136442413,2020
University of Hawaii Hilo,Hilo,HI,96720,19.70036562661833,-155.0796609960785,2020
University of Hawaii Hilo,Hilo,HI,96720,19.7004161309108,-155.0818925939789,2020
University of Hawaii Hilo,Hilo,HI,96720,19.70021411364583,-155.0859802805176,2020
Ride Connection,Portland,OR,97213,45.527667,-122.611485,2020
Smyrna/Rutherford County Airport Authority,Smyrna,TN,37167,36.004566,-86.525865,2020
SS Central Park,Sunnyside,WA,98944,46.322779,-120.015553,2020
RCEA EV NETWORK TRINIDAD 1,Trinidad,CA,95570,41.062183,-124.140991,2020
DC CORRIDOR SOUTH LAKE DC1,South Lake Tahoe,CA,96150,38.913263,-120.003719,2020
CENTENNIAL CU 1800 GRANT,Denver,CO,80203,39.74542,-104.983116,2020
WALMART STORE 2308,Lihue,HI,96766,21.983046,-159.365509,2020
WALMART STORE 2321,Kailua-Kona,HI,96740,19.646023,-155.99004,2020
WALMART STORE 2473,Hilo,HI,96720,19.69997,-155.063,2020
WALMART STORE 2314,Waipahu,HI,96797,21.391092,-158.033965,2020
FPB JUNIPER HILL1,Frankfort,KY,40601,38.187145,-84.889336,2020
STATION 4TH FL MOTORGATE 3,New York,NY,10044,40.764464,-73.946924,2020
STATION 4TH FL MOTORGATE #2,New York,NY,10044,40.764208,-73.947198,2020
CITY OF WILM RIVER PLACE 1,Wilmington,NC,28401,34.238329,-77.950044,2020
CITY OF WILM RIVER PLACE 2,Wilmington,NC,28401,34.238197,-77.94942,2020
7SPC SPARTA TN,Sparta,TN,38583,35.924793,-85.4652,2020
iPark 34 N 7th Street - Tesla Destination,Brooklyn,NY,11249,40.72054,-73.962249,2018
"2157 Meeker Ave - Richmond, CA - Tesla Destination",Richmond,CA,94804,37.920216,-122.348133,2020
2672 Autumn Creek - Tesla Destination,Kissimmee,FL,34747,28.323454,-81.610764,2018
275 Battery St - Tesla Destination,San Francisco,CA,94111,37.793863,-122.40037,2019
30 Avenue - Tesla Destination,Panama City Beach,FL,32407,30.2055307,-85.835601,2016
3555 Main Street - Tesla Destination,Stone Ridge,NY,12484,41.8524856,-74.1384843,2018
49th State Brewing Company - Tesla Destination,Anchorage,AK,99514,61.21963,-149.89592,2019
55 Second Street Garage - Tesla Destination,San Francisco,CA,94105,37.788655,-122.400563,2016
551W21 SR Capital - Tesla Destination,New York,NY,10011,40.747437,-74.007111,2016
577 Baltic Street - Adam America Real Estate - Tesla Destination,Brooklyn,NY,11217,40.681151,-73.982101,2017
610 Warren Street - Tesla Destination,Brooklyn,NY,11217,40.681263,-73.981155,2017
6th & A Parking Garage - Tesla Destination,San Diego,CA,92101,32.707584,-117.15901,2018
777 Main - Tesla Destination,Hartford,CT,6103,41.766309,-72.6740485,2018
Alys Beach - Tesla Destination,Alys Beach,FL,32461,30.285155,-86.027297,2019
Ann Street Parking Garage - Tesla Destination,Savannah,GA,31401,32.079327,-81.098268,2017
Archer Hotel at Redmond Town Center - Tesla Destination,Redmond,WA,98052,47.6804551,-122.1217694,2019
Aria Resort & Casino - Tesla Destination,Las Vegas,NV,89158,36.072392,-115.172611,2018
Arizona State University - Tesla Destination,Tempe,AZ,85287,33.42206,-111.934786,2017
Atlantic Golf Club - Tesla Destination,Bridgehampton,NY,11932,40.946884,-72.336135,2014
Atlantis Casino Resort Spa - Tesla Destination,Reno,NV,89502,39.48972,-119.795622,2014
AutoCamp Russian River - Tesla Destination,Guerneville,CA,95446,38.496609,-123.008915,2019
Avenue Grove - Tesla Destination,Houston,TX,77098,29.731896,-95.423916,2017
Ayres Hotel Chula Vista - Tesla Destination,Chula Vista,CA,91915,32.618284,-116.969416,2019
Ayres Suites - Mission Viejo - Tesla Destination,Mission Viejo,CA,92692,33.654257,-117.627572,2015
BallenIsles Country Club - Tesla Destination,Palm Beach Gardens,FL,33418,26.837385,-80.126485,2019
Bates College - Tesla Destination,Lewiston,ME,4240,44.104276,-70.198323,2016
Beach House Vacation Rental - Tesla Destination,Duck,NC,27949,36.187212,-75.753785,2017
Beaufort Jasper Hampton Comprehensive Health - Tesla Destination,Okatie,SC,29909,32.360048,-80.872026,2019
Beethoven Villas - Tesla Destination,Fredericksburg,TX,78624,30.270818,-98.869207,2019
Bently Heritage - Tesla Destination,Minden,NV,89423,38.955026,-119.763734,2019
Berkley Park - Tesla Destination,Kansas City,MO,64120,39.1177087,-94.5728568,2018
Best Western Plus & Executive Residency OKC - Tesla Destination,Oklahoma City,OK,73129,35.4205183,-97.4889551,2019
Best Western Plus Inn At Valley View - Tesla Destination,Roanoke,VA,24012,37.309133,-79.97091,2017
Big Canyon Country Club - Tesla Destination,Newport Beach,CA,92660,33.6200381,-117.8692191,2015
Bighorn Golf Club - Tesla Destination,Palm Desert,CA,92260,33.678839,-116.409043,2017
Bishop Ranch Business Park - Tesla Destination,San Ramon,CA,94583,37.765138,-121.961643,2015
Black Butte Ranch - Tesla Destination,Sisters,OR,97759,44.374817,-121.641265,2015
Bonaventure Resort & Spa - Tesla Destination,Weston,FL,33326,26.125232,-80.375239,2018
Broadstone on Fairfax - Tesla Destination,Los Angeles,CA,90036,34.058925,-118.363501,2018
Broken Sound Club - Tesla Destination,Boca Raton,FL,33496,26.39692,-80.13775,2014
Caesars Horseshoe Bossier City - Tesla Destination,Bossier City,LA,71111,32.515913,-93.738925,2016
Cambria Suites Omaha Downtown - Tesla Destination,Omaha,NE,68102,41.2644041,-95.934513,2019
Candlewood Suites Boise - Town Square - Tesla Destination,Boise,ID,83704,43.611307,-116.2733311,2015
Candlewood Suites Davenport - Tesla Destination,Davenport,IA,52807,41.570919,-90.517593,2019
Candlewood Suites Kansas City - Independence - Tesla Destination,Independence,MO,64057,39.037201,-94.347504,2017
Captain George's Seafood Restaurant - Tesla Destination,Virginia Beach,VA,23454,36.847635,-76.035971,2017
Casa Coquina Del Mar Bed & Breakfast - Tesla Destination,Titusville,FL,32780,28.5630836,-80.7999128,2019
Casino M8trix - Tesla Destination,San Jose,CA,95110,37.371136,-121.919431,2017
Castle Rock State Park - Tesla Destination,Los Gatos,CA,95033,37.230772,-122.0959575,2018
Catawba Island Club - Tesla Destination,Port Clinton,OH,43452,41.567055,-82.845298,2018
City of Bethlehem Parking Authority Garages - Tesla Destination,Bethlehem,PA,18018,40.6232976,-75.3811825,2018
Comfort Inn & Suites Fillmore - Tesla Destination,Fillmore,UT,84631,38.949602,-112.346876,2019
Comfort inn and Suites Savannah Airport - Tesla Destination,Savannah,GA,31408,32.140741,-81.233936,2017
Comfort Inn and Suites Tifton - Tesla Destination,Tifton,GA,31794,31.4512937,-83.5298017,2018
Commerce Street - Tesla Destination,Dallas,TX,75202,32.781658,-96.79175,2017
Corral de Tierra Country Club - Tesla Destination,Salinas,CA,93908,36.567526,-121.730886,2014
Cottage Grove Inn - Tesla Destination,Calistoga,CA,94515,38.58258,-122.576947,2019
Country Inn & Suites By Radisson Tifton - Tesla Destination,Tifton,GA,31794,31.451419,-83.5287917,2018
Courtyard by Marriott Cocoa Beach - Tesla Destination,Cocoa Beach,FL,32931,28.350346,-80.606105,2015
Crescent Scottsdale Quarter Residences - Tesla Destination,Scottsdale,AZ,85254,33.625501,-111.922605,2015
Cypress Creek Cottages - Tesla Destination,Wimberley,TX,78676,30.0133,-98.10817,2015
Dallas High School Renovation - Tesla Destination,Dallas,TX,214,32.78639,-96.794079,2018
Dallas National Golf Club - Tesla Destination,Dallas,TX,75211,32.728946,-96.900499,2018
Days Inn by Wyndham Miami International Airport - Tesla Destination,Miami,FL,33126,25.780694,-80.313715,2019
Doubletree by Hilton Asheville-Biltmore - Tesla Destination,Asheville,NC,28803,35.5625934,-82.542149,2018
Eagle Ridge Resort at Lutsen Mountains - Tesla Destination,Lutsen,MN,55612,47.659204,-90.712249,2018
Econo Lodge Hershey - Tesla Destination,Hershey,PA,17033,40.268657,-76.682224,2019
Emerson Resort and Spa - Tesla Destination,Mount Tremper,NY,12457,42.05189,-74.2895185,2018
Enterprise Parking 219 E 69th St - Tesla Destination,New York,NY,10065,40.767342,-73.960835,2016
ENVi Mobile Car Wash - Tesla Destination,Gardena,CA,90249,33.584879,-117.999172,2015
Eureka 601 Parking - Tesla Destination,Asbury Park,NJ,7712,40.217114,-74.010372,2016
Evernia Garage - Tesla Destination,West Palm Beach,FL,33401,26.711567,-80.052943,2019
Expo Inn & Suites - Tesla Destination,Belton,TX,76502,31.031165,-97.477438,2018
Fairfield Circle Inn - Tesla Destination,Fairfield,CT,6824,41.14922,-73.242323,2017
Fairfield Inn & Suites by Marriott Eden Prairie - Tesla Destination,Eden Prairie,MN,55344,44.862473,-93.419917,2018
Fairfield Inn & Suites Dublin - Tesla Destination,Dublin,GA,31021,32.486462,-82.939994,2017
Farmer's Park - Tesla Destination,Springfield,MO,65804,37.136716,-93.2558612,2018
Farnsworth Art Museum - Tesla Destination,Rockland,ME,4841,44.103676,-69.109809,2016
Fat Sheep Farm & Cabins - Tesla Destination,Windsor,VT,5089,43.5353614,-72.4761774,2018
Fisher Island - Tesla Destination,Miami,FL,33137,25.83136,-80.188553,2018
Fore Street Parking Garage - Tesla Destination,Portland,ME,4101,43.6563147,-70.2540097,2018
Fort Ross Vineyard & Winery - Tesla Destination,Jenner,CA,95450,38.511994,-123.193433,2016
Four Seasons Hotel Houston - Tesla Destination,Houston,TX,77010,29.754295,-95.362575,2016
Four Seasons Resort The Biltmore Santa Barbara - Tesla Destination,Santa Barbara,CA,93108,34.416592,-119.641575,2014
Glasbern - Tesla Destination,Fogelsville,PA,18051,40.5932007,-75.6579541,2017
Gold Strike Casino - Tesla Destination,Robinsonille,MS,38664,34.846394,-90.332785,2019
Golden Door Luxury Resort & Spa - Tesla Destination,San Marcos,CA,92069,33.193577,-117.142217,2016
Greenmount Bowl - Tesla Destination,Hampstead,MD,21074,39.62023,-76.856198,2019
Groth Vineyards & Winery - Tesla Destination,Oakville,CA,94562,38.448967,-122.379919,2019
H3Hotel - Tesla Destination,Healdsburg,CA,95448,38.6202088,-122.8719618,2019
Hacienda Robles - Tesla Destination,Atascadero,CA,93422,35.514954,-120.708858,2017
Hampton Inn & Suites Sarasota/Bradenton Airport - Tesla Destination,Sarasota,FL,34243,27.382456,-82.551629,2017
Hampton Inn & Suites Snellville Atlanta NE - Tesla Destination,Snellville,GA,30078,33.879837,-84.008176,2019
Hampton Inn by Hilton Champaign/Urbana - Tesla Destination,Champaign,IL,61822,40.0714438,-88.3115574,2018
Hampton Inn Carrizo Springs - Tesla Destination,Carrizo Springs,TX,78834,28.546106,-99.843991,2018
Hampton Inn Clackamas - Tesla Destination,Clackamas,OR,97015,45.408494,-122.570459,2016
Hampton Inn Northgate - Tesla Destination,Spring,TX,77373,30.071667,-95.411958,2016
Hampton Inn West Bloomfield/ Southfield - Tesla Destination,West Bloomfield Township,MI,48322,42.5298223,-83.358873,2019
Hanford House Inn - Tesla Destination,Sutter Creek,CA,95685,38.3978904,-120.8071345,2019
Hawthorne-Hawthorne - Tesla Destination,Hawthorne,CA,90250,33.920903,-118.330216,2015
Hilton Charlotte University Place - Tesla Destination,Charlotte,NC,28262,35.3083,-80.750663,2019
Hilton Garden Inn Chattanooga Downtown - Tesla Destination,Chattanooga,TN,37402,35.0532539,-85.3121614,2018
Hilton Garden Inn Lompoc - Tesla Destination,Lompoc,CA,93436,34.65751,-120.458757,2018
Hilton Hotel Waco - Tesla Destination,Waco,TX,76701,31.559364,-97.12818,2018
Hilton St. Louis at the Ballpark - Tesla Destination,St Louis,MO,63102,38.625127,-90.190969,2020
Holiday Inn & Suites Cedar Falls-Waterloo Event Ctr - Tesla Destination,Cedar Falls,IA,50613,42.471338,-92.465887,2019
Holiday Inn & Suites West Des Moines - Tesla Destination,West Des Moines,IA,50266,41.55949,-93.791183,2016
Holiday Inn Conference Center - Tesla Destination,Valdosta,GA,31601,30.8193207,-83.3104891,2018
Holiday Inn Express & Suites Cordele North - Tesla Destination,Cordele,GA,31015,31.958024,-83.7497991,2018
Holiday Inn Express & Suites Greenfield - Tesla Destination,Greenfield,IN,46140,39.818939,-85.767039,2019
Holiday Inn Express & Suites Houston Westchase - Tesla Destination,Houston,TX,77077,29.736559,-95.578191,2018
Holiday Inn Express & Suites Hudson I-94 - Tesla Destination,Hudson,WI,54016,44.969228,-92.721954,2019
Holiday Inn Express & Suites Redding - Tesla Destination,Redding,CA,96002,40.574854,-122.359431,2019
Holiday Inn Express & Suites Williams - Tesla Destination,Williams,AZ,86046,35.250705,-112.195969,2016
Home2 Suites By  Hilton Texas City Houtson - Tesla Destination,Texas City,TX,77591,29.41212,-95.041771,2018
"Home2 Suites By Hilton, Houston Stafford - Tesla Destination",Stafford,TX,77477,29.639955,-95.588039,2016
Homewood Suites by Hilton Raleigh Cary I-40 - Tesla Destination,Cary,NC,27518,35.758438,-78.732543,2018
Homewood Suites Topeka - Tesla Destination,Topeka,KS,66604,39.041136,-95.757235,2018
Hotel Saint Cecilia - Tesla Destination,Austin,TX,78704,30.25196,-97.746725,2017
Houston International Airport - Private - Tesla Destination,Houston,TX,77032,29.98654,-95.33185,2014
Huston Electric Inc - Tesla Destination,Westfield,IN,46074,40.0499178,-86.1418355,2019
Hyatt Place Boca Raton/Downtown - Tesla Destination,Boca Raton,FL,33432,26.350456,-80.085655,2018
Hyatt Regency La Jolla at Aventine - Tesla Destination,San Diego,CA,92122,32.870556,-117.225331,2015
"Hyatt Residence Club Key West, Windward Pointe - Tesla Destination",Key West,FL,33040,24.553874,-81.751478,2018
Idaho Wildlife Museum - Tesla Destination,Coeur d'Alene,ID,83814,47.685987,-116.785916,2016
Industry Denver - Tesla Destination,Denver,CO,80216,39.765115,-104.9863843,2017
Innisbrook Resort - Tesla Destination,Palm Harbor,FL,34684,28.1109,-82.75353,2018
InterContinental Cleveland - Tesla Destination,Cleveland,OH,44106,41.501611,-81.619244,2018
IP Casino Resort & Spa - Tesla Destination,Biloxi,MS,39530,30.413245,-88.892477,2019
IP Casino Resort & Spa High Rollers - Tesla Destination,Biloxi,MS,39530,30.413432,-88.89204,2019
iPark 314 W 120th Street - Tesla Destination,New York,NY,10025,40.807356,-73.954354,2016
J&B Jerky Outlets - Tesla Destination,Geneva,OH,44041,41.768193,-80.946033,2015
James Place Inn - Tesla Destination,Freeport,ME,4032,43.85583,-70.107652,2019
John Hopkins University - Tesla Destination,Baltimore,MD,21218,39.3258398,-76.6217496,2018
Jonathan Club - Tesla Destination,Los Angeles,CA,90071,34.051539,-118.258508,2018
Juana's Pagodas and Sailors' Grill - Tesla Destination,Navarre,FL,32566,30.383592,-86.862653,2019
Kevin's Auto - Tesla Destination,Frederic,WI,54837,45.6613563,-92.4685792,2014
Kilmarlic Golf Club - Tesla Destination,Powells Point,NC,27966,36.11618,-75.842797,2017
King Collision Centers - Tesla Destination,Plymouth,MA,2360,41.9285006,-70.6603076,2018
Kitty Knight - Tesla Destination,Georgetown,MD,21930,39.36095,-75.880319,2019
La Quinta Inn & Suites Port Lavaca - Tesla Destination,Port Lavaca,TX,77979,28.632151,-96.630063,2016
La Quinta Inn & Suites Walla Walla - Tesla Destination,Walla Walla,WA,99362,46.067886,-118.370851,2017
La Serena Villas - Tesla Destination,Palm Springs,CA,92262,33.818865,-116.54812,2019
LAZ Parking Columbus - Tesla Destination,Columbus,OH,43215,39.994115,-83.006916,2016
Lexington Inn - San Luis Obispo - Tesla Destination,San Luis Obispo,CA,93401,35.290812,-120.650223,2015
Weber County Library - Tesla Destination,Ogden,UT,84401,41.221101,-111.964431,2019
Makers Quarter - Tesla Destination,San Diego,CA,92101,32.715733,-117.149026,2018
Marc Air - Tesla Destination,San Luis Obispo,CA,93401,35.239013,-120.648789,2014
Marco Beach Ocean Resort - Tesla Destination,Marco Island,FL,34145,25.925468,-81.728497,2018
Maryknoll Park - Tesla Destination,Glen Ellyn,IL,60137,41.857097,-88.05077,2018
Matouk Factory Store - Tesla Destination,Fall River,MA,2720,41.746309,-71.110509,2019
McArthur Golf Club - Tesla Destination,Hobe Sound,FL,33455,27.1003901,-80.1549598,2018
Mega Media Exchange - Tesla Destination,Brookfield,WI,53045,43.035952,-88.154649,2014
Memorial Hermann Katy Hospital - Tesla Destination,Katy,TX,77494,29.787237,-95.786089,2016
Miami University - Tesla Destination,Oxford,OH,45056,39.511864,-84.732512,2019
Mill Street Lot - Tesla Destination,Phoenixville,PA,19460,40.134724,-75.516822,2019
Miraval Resort - Tesla Destination,Catalina,AZ,85739,32.507832,-110.884743,2017
Monterey Peninsula Country Club - Tesla Destination,Del Monte Forest,CA,93953,36.600828,-121.945172,2014
Montgomery East Commercial Center - Tesla Destination,Spokane Valley,WA,99206,47.677124,-117.249314,2018
Monticello Motor Club - Tesla Destination,Monticello,NY,12701,41.619843,-74.699494,2017
Napa Jet Center - Tesla Destination,Napa,CA,94558,38.217315,-122.272842,2015
Napa Valley Country Club - Tesla Destination,Napa,CA,94558,38.318338,-122.241068,2017
Old Sandwich Golf Cub - Tesla Destination,Plymouth,MA,2360,41.907092,-70.604183,2016
Old Westbury Golf and Country Club - Tesla Destination,Old Westbury,NY,11568,40.802151,-73.601366,2015
Omni Bedford Springs Resort & Spa - Tesla Destination,Bedford,PA,15522,39.996246,-78.507402,2019
One Fine Stay - Tesla Destination,Los Angeles,CA,90077,34.082546,-118.434768,2017
Opus One - Tesla Destination,Napa,CA,94558,38.441024,-122.39928,2019
"OSIsoft, LLC - Tesla Destination",San Leandro,CA,94577,37.720852,-122.160996,2019
Oxford Suites Paso Robles - Tesla Destination,Paso Robles,CA,93446,35.618299,-120.690059,2019
Paine Field Airport - Tesla Destination,Everett,WA,98204,47.9074843,-122.2620127,2019
Paraduxx Vineyards - Tesla Destination,Napa,CA,94558,38.437392,-122.351001,2017
Park Kwik - 110 Livingston - Tesla Destination,Brooklyn,NY,11201,40.6909872,-73.9901305,2019
Park Kwik - 211 Atlantic - Tesla Destination,Brooklyn,NY,11201,40.6910734,-73.9901973,2019
Park Kwik-300 Ashland - Tesla Destination,Brooklyn,NY,11217,40.68608,-73.978252,2019
Park N Go - E 121 St - Tesla Destination,New York,NY,10035,40.800793,-73.9371,2019
Parking Garage - 70 West Madison - Tesla Destination,Chicago,IL,60602,41.882312,-87.630943,2018
Parkit 200 West End Ave - Tesla Destination,New York,NY,10023,40.778221,-73.985072,2015
Pegasus Elite Aviation - Tesla Destination,Van Nuys,CA,91406,34.215799,-118.484739,2019
Peninsula Hotel Beverly Hills - Tesla Destination,Beverly Hills,CA,90212,34.0657248,-118.4106882,2016
Peninsula Town Center - Tesla Destination,Hampton,VA,23666,37.045567,-76.393371,2018
Pinecrest Gardens - Tesla Destination,Pinecrest,FL,33156,25.668996,-80.28516,2015
Proper Hotel Santa Monica - Tesla Destination,Santa Monica,CA,90401,34.0206953,-118.4945041,2019
Quality Inn Buffalo - Tesla Destination,Buffalo,WY,82834,44.354953,-106.690128,2015
Queen City Square Garage - Tesla Destination,Cincinnati,OH,45202,39.1002844,-84.5071557,2017
Rayford Office Park - Tesla Destination,Spring,TX,77386,30.126261,-95.423845,2018
Reedsburg Area Medical Center - Tesla Destination,Reedsburg,WI,53959,43.5494739,-89.9932062,2018
Rental Property-Inver Grove Hts - Tesla Destination,Inver Grove Hts,MN,55077,44.8738457,-93.0738167,2018
Residence Inn by Marriott Provo South University - Tesla Destination,Provo,UT,84601,40.217086,-111.659496,2018
Rochester Institute of Technology - Tesla Destination,Rochester,NY,14623,43.08479,-77.674739,2015
Rockport ER - Tesla Destination,Rockport,TX,78382,28.041186,-97.057717,2018
Rosemary Pointe Resort - Tesla Destination,Panama City,FL,32413,30.279419,-86.012683,2017
RW Ranch - Tesla Destination,Lucerne Valley,CA,92356,34.402767,-117.033786,2017
Samaritan Medical Tower - Tesla Destination,Los Angeles,CA,90017,34.052867,-118.264138,2017
Sam's Pizza Pub - Tesla Destination,Hot Springs,AR,71913,34.44982,-93.099785,2019
Santa Clara University - Tesla Destination,Santa Clara,CA,95050,37.347136,-121.934521,2020
Saticoy Country Club - Tesla Destination,Somis,CA,93066,34.272415,-119.107579,2018
Schweitzer Mountain Resort - Tesla Destination,Sandpoint,ID,83864,48.36737,-116.623211,2015
SCP Hotel - Tesla Destination,Colorado Springs,CO,80906,38.797561,-104.792491,2018
Shadow Springs Vineyard - Tesla Destination,Hamptonville,NC,27020,36.096502,-80.85126,2019
Shaker Village of Pleasant Hill - Tesla Destination,Harrodsburg,KY,40330,37.81664,-84.740626,2015
Silo Ridge - Tesla Destination,Amenia,NY,12501,41.841447,-73.573197,2015
Simpson Center - Tesla Destination,Menasha,WI,54115,44.22927,-88.404479,2019
Singlethread Farms - Tesla Destination,Healdsburg,CA,95448,38.612162,-122.869885,2017
Sleep Inn Sarasota - Tesla Destination,Sarasota,FL,34232,27.33755,-82.449864,2019
Sofitel Chicago - Tesla Destination,Chicago,IL,60611,41.898653,-87.627307,2018
Spoto Family Wines - Tesla Destination,Sacramento,CA,95864,38.601748,-121.381732,2018
SpringHill Suites Benton Harbor St. Joseph - Tesla Destination,Benton Harbor,MI,49022,42.0734713,-86.4288246,2019
SpringHill Suites Charlotte Southwest - Tesla Destination,Charlotte,NC,28273,35.151587,-80.95232,2019
SpringHill Suites Tallahassee Central - Tesla Destination,Tallahassee,FL,32301,30.426728,-84.236309,2018
Stage Neck Inn - Tesla Destination,York Harbor,ME,3911,43.130686,-70.638748,2017
Staybridge Suites Austin North - Tesla Destination,Austin,TX,78727,30.378657,-97.675981,2016
Staybridge Suites Houston Willowbrook - Hwy 249 - Tesla Destination,Houston,TX,77070,29.970734,-95.558929,2018
StayBridge Suites Mt. Juliet - Nashville - Tesla Destination,Mount Juliet,TN,37122,36.168935,-86.506731,2019
Staybridge Suites Rock Hill - Tesla Destination,Rock Hill,SC,29730,34.945632,-80.96821,2019
"Staybridge United - Houston,TX - Tesla Destination",Houston,TX,77036,29.707326,-95.555515,2017
Stone Ridge Station - Tesla Destination,Santa Claus,IN,47579,38.118234,-86.957874,2018
Stonehurst Place - Atlanta - Tesla Destination,Atlanta,GA,30309,33.779853,-84.380573,2016
Sun Air Jets - Tesla Destination,Camarillo,CA,93010,34.21004,-119.092822,2015
Sun Valley Auto Club - Tesla Destination,Hailey,ID,83333,43.502468,-114.301963,2016
Surf Club - Tesla Destination,Surfside,FL,33154,25.873521,-80.121441,2018
Taylor Alley Lot - Tesla Destination,Phoenixville,PA,19460,40.134517,-75.5189,2019
Thatch Winery - Tesla Destination,Charlottesville,VA,22902,37.892855,-78.556809,2019
The Captain's Manor Inn - Tesla Destination,Falmouth,MA,2540,41.553917,-70.621159,2016
The Collection at RiverPark - Tesla Destination,Oxnard,CA,93036,34.241399,-119.177449,2018
The Current Living - Tesla Destination,Long Beach,CA,90802,33.766268,-118.183706,2017
The Delaney Hotel - Tesla Destination,Orlando,FL,32806,28.526026,-81.376066,2018
The Factory - Franklin - Tesla Destination,Franklin,NC,28734,35.1597936,-83.3892163,2018
The Hinckley Company - Tesla Destination,Portsmouth,RI,2871,41.585196,-71.286272,2018
The Hollywood Roosevelt - Tesla Destination,Los Angeles,CA,90028,34.101389,-118.341713,2016
The Padre Hotel - Tesla Destination,Bakersfield,CA,93301,35.375307,-119.021616,2015
The Park on Main - Tesla Destination,Highlands,NC,28741,35.053664,-83.200657,2019
"The Residences at the Ritz-Carlton, Washington D.C. - Tesla Destination",Washington,DC,20037,38.904875,-77.050069,2015
The Ridge Motorsports Park - Tesla Destination,Shelton,WA,98584,47.254252,-123.197171,2016
The Ridge Resorts - Tesla Destination,Stateline,NV,89449,38.960907,-119.883955,2018
"The Ritz Carlton Residences, Singer Island - Tesla Destination",Riviera Beach,FL,33404,26.785136,-80.033929,2018
"The Ritz-Carlton Coconut Grove, Miami - Tesla Destination",Miami,FL,33133,25.730105,-80.237815,2020
"The Ritz-Carlton Residences, Long Island - Tesla Destination",North Hills,NY,11040,40.76978,-73.688118,2016
The Ritz-Carlton Sarasota - Tesla Destination,Sarasota,FL,34236,27.337266,-82.548312,2015
"The Ritz-Carlton, Boston - Tesla Destination",Boston,MA,2111,42.3527843,-71.0630991,2016
"The Ritz-Carlton, Georgetown - Tesla Destination",Washington,DC,20007,38.903413,-77.061943,2017
The Spur - Tesla Destination,Southampton,NY,11968,40.8954051,-72.3885349,2018
"The Standard, East Village - Tesla Destination",New York,NY,10004,40.727797,-73.990746,2016
The Vintage Club - Tesla Destination,Indian Wells,CA,92210,33.71111,-116.356916,2018
Tillamook Creamery - Tesla Destination,Tillamook,OR,97141,45.48381,-123.84215,2019
Timber Cove Resort - Tesla Destination,Jenner,CA,95450,38.533504,-123.276931,2019
Timberlake Lodge Hotel & 17th Street Grill - Tesla Destination,Grand Rapids,MN,55744,47.213323,-93.52725,2019
Topnotch Resort - Tesla Destination,Stowe,VT,5672,44.494961,-72.738686,2018
