Previous PHEVs,Previous BEVs,Previous HEVs,Previous CNGs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Home Type (detached 1),Highest Level of Education,Longest trip in the last 12 months,Number of trips over 200 miles in the last 12 months,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual VMT Estimate,Target,Model Year,Manufacturer,Model
0,0,0,0,175000.0,2,0,0,4,80.02,0,9.17,2,35,1,2,6240,1.0,2017,1,2
0,1,0,0,225000.0,0,1,1,3,467.66,3,73.19,2,65,0,3,31000,1.0,2016,11,8
1,0,0,0,175000.0,2,1,0,4,414.6,10,7.3,2,65,1,3,16500,1.0,2016,11,8
1,0,1,0,125000.0,2,1,1,4,465.65,1,48.35,2,55,0,2,20390,1.0,2017,1,2
0,0,1,0,175000.0,1,1,1,3,391.74,0,28.51,4,45,0,3,14130,1.0,2017,0,18
0,1,1,0,225000.0,2,1,1,4,330.77,0,79.06,4,55,0,3,7200,1.0,2016,11,8
0,0,0,0,275000.0,2,1,1,4,435.91,8,21.64,4,55,0,3,13333,1.0,2016,11,8
0,1,0,0,325000.0,2,1,1,4,225.8,0,23.73,4,55,0,2,13448,1.0,2017,1,2
0,1,0,0,175000.0,2,1,1,2,83.16,1,2.02,2,65,1,2,7260,1.0,2017,1,2
0,1,0,0,275000.0,2,1,1,4,469.53,2,7.9,2,55,0,4,8000,1.0,2017,1,2
0,0,0,0,175000.0,-3,0,1,4,131.72,3,5.47,2,65,0,3,5343,1.0,2016,11,8
0,0,0,0,275000.0,2,1,1,4,108.06,0,13.68,2,45,0,2,15600,1.0,2017,1,2
0,0,0,0,175000.0,2,1,1,3,565.04,2,5.42,2,65,0,2,7636,1.0,2016,11,8
0,0,1,0,125000.0,2,1,1,2,939.56,1,7.09,2,65,0,2,7513,1.0,2016,11,8
0,0,0,0,125000.0,0,1,1,3,479.94,2,30.46,4,45,0,3,21560,1.0,2016,11,8
0,0,1,0,225000.0,2,1,1,4,354.27,3,8.33,3,45,0,2,5715,1.0,2016,11,8
0,1,0,0,175000.0,2,1,1,4,134.65,1,22.46,4,55,0,2,14640,1.0,2017,1,2
0,0,0,0,175000.0,2,1,1,4,354.52,0,82.53,5,35,1,2,21600,1.0,2017,1,2
0,1,0,0,275000.0,2,1,1,3,140.66,1,28.45,2,55,0,3,17529,1.0,2017,1,2
1,0,0,0,225000.0,2,1,1,3,125.92,0,5.41,4,45,0,2,10646,1.0,2017,1,2
0,0,1,0,175000.0,2,1,1,4,388.99,0,36.2,4,55,0,2,15472,1.0,2017,1,2
0,0,1,0,125000.0,2,1,1,3,528.4,0,2.76,4,45,1,4,16600,1.0,2017,1,2
0,0,1,0,175000.0,2,1,1,3,140.15,3,20.97,2,35,1,2,15576,1.0,2016,11,8
1,0,0,0,175000.0,2,1,1,3,140.4,1,16.72,2,65,0,2,8918,1.0,2017,1,2
1,0,0,0,125000.0,-2,1,1,4,866.39,1,1.69,4,55,0,4,2400,1.0,2017,1,2
1,0,0,0,125000.0,2,1,1,4,650.78,5,7.9,2,65,0,3,18400,1.0,2016,11,8
1,1,0,0,225000.0,0,1,1,3,211.43,5,24.14,2,35,0,3,14000,1.0,2016,11,8
0,0,0,0,125000.0,2,1,1,4,391.55,0,6.7,2,35,1,2,7408,1.0,2017,1,2
0,1,0,0,75000.0,2,1,1,3,269.57,1,9.7,3,55,1,2,15000,1.0,2016,11,8
0,1,0,0,225000.0,2,1,1,4,87.33,0,1.48,2,65,1,2,5124,1.0,2017,1,2
0,0,0,0,75000.0,1,0,0,4,414.46,1,45.9,1,35,0,1,16600,1.0,2016,11,8
0,1,0,0,175000.0,0,1,1,4,479.17,0,33.83,4,45,0,2,2600,1.0,2017,1,2
0,0,0,0,325000.0,1,1,1,4,639.9,15,61.31,4,45,1,3,23740,1.0,2016,11,8
1,0,0,0,125000.0,2,1,1,3,351.6,0,12.15,2,65,0,2,6000,1.0,2017,1,2
0,0,0,0,125000.0,0,1,1,2,203.47,10,1.37,2,55,0,2,9975,1.0,2017,1,2
0,0,0,0,125000.0,2,1,1,3,425.73,1,6.49,2,65,0,2,4092,1.0,2016,11,8
0,0,0,0,275000.0,-1,1,1,4,140.67,1,11.33,4,55,0,2,14200,1.0,2016,11,8
0,0,0,0,175000.0,0,1,1,2,149.85,1,1.74,5,45,0,2,28476,1.0,2017,1,2
0,1,0,0,125000.0,2,1,1,4,442.66,2,13.19,4,65,0,3,10806,1.0,2017,1,2
1,1,0,0,225000.0,-3,1,1,4,358.14,0,25.31,4,35,0,3,14400,1.0,2016,13,15
1,0,0,0,175000.0,2,0,0,3,100.77,0,18.95,2,35,1,2,9333,1.0,2016,2,0
0,0,0,0,175000.0,1,0,0,3,116.48,1,4.51,1,35,0,2,12000,1.0,2017,12,7
1,0,1,0,225000.0,2,1,1,3,202.51,8,5.15,2,45,0,3,14700,1.0,2017,1,2
0,0,0,0,325000.0,2,1,1,3,533.26,1,11.2,2,45,1,2,7504,1.0,2017,1,2
1,0,0,0,325000.0,2,1,1,4,388.51,0,29.72,5,55,0,3,13285,1.0,2015,2,0
1,1,0,0,125000.0,2,1,1,3,280.41,1,16.6,2,55,0,2,12992,1.0,2017,1,2
0,0,1,0,175000.0,2,1,1,3,931.69,2,47.85,2,55,0,2,9700,1.0,2017,11,8
0,1,0,0,375000.0,2,1,1,4,361.17,0,13.31,4,45,0,2,11866,1.0,2016,9,6
0,1,0,0,75000.0,2,1,1,3,409.43,0,4.79,4,35,0,3,4666,1.0,2016,9,6
0,0,0,0,125000.0,2,0,0,4,296.26,0,8.07,4,35,0,2,6327,1.0,2016,9,6
0,0,1,0,375000.0,0,1,1,4,228.38,0,16.84,3,45,0,2,9733,1.0,2016,9,6
0,1,1,0,125000.0,2,0,0,4,785.74,0,7.17,2,35,0,2,9818,1.0,2016,9,6
0,1,0,0,125000.0,-2,1,1,4,401.13,0,3.56,4,45,0,3,9900,1.0,2016,9,6
0,0,0,0,50000.0,2,0,0,3,97.15,7,4.54,1,25,1,1,10680,1.0,2016,9,6
0,0,0,0,75000.0,2,0,1,3,484.76,0,0.78,3,25,1,3,6654,1.0,2016,9,6
0,0,0,0,125000.0,2,1,1,4,156.08,0,10.46,2,65,0,2,7501,1.0,2016,9,6
0,1,1,0,125000.0,2,1,1,4,430.05,2,10.96,4,45,0,2,7500,1.0,2016,9,6
0,0,1,0,125000.0,1,0,0,3,668.06,0,14.53,4,35,0,2,7500,1.0,2016,9,6
0,0,0,0,225000.0,-1,0,0,4,57.22,7,0.0,2,35,1,2,11289,1.0,2016,9,6
0,0,0,0,275000.0,2,0,0,4,307.07,0,17.43,2,35,0,2,4500,1.0,2016,9,6
0,0,1,0,125000.0,0,1,1,4,181.26,0,36.53,4,55,0,3,13000,1.0,2017,9,6
0,0,0,0,225000.0,-2,0,1,4,48.58,0,2.09,2,35,0,3,10000,1.0,2017,9,6
0,0,1,0,125000.0,2,0,1,4,231.83,0,17.5,3,35,0,2,9750,1.0,2016,9,6
0,0,0,0,75000.0,-1,1,1,2,241.58,0,19.15,4,35,0,2,9000,1.0,2016,9,6
0,0,0,0,125000.0,1,1,1,3,387.24,0,23.85,4,35,0,2,9733,1.0,2016,9,6
0,1,0,0,325000.0,2,1,1,3,483.12,0,15.26,5,45,0,4,20000,1.0,2017,9,6
0,0,0,0,175000.0,2,1,1,3,116.69,0,15.58,5,55,0,4,9000,1.0,2016,9,6
0,1,0,0,425000.0,1,1,1,4,176.63,8,13.45,1,45,0,3,12183,1.0,2016,11,8
0,0,0,0,75000.0,1,1,1,3,464.47,0,11.78,4,35,0,2,9700,1.0,2017,9,6
0,1,0,0,125000.0,-3,1,1,4,88.68,0,13.57,3,35,0,3,6857,1.0,2016,9,6
0,0,0,0,175000.0,1,1,1,4,483.64,0,11.58,3,45,0,2,3991,1.0,2016,9,6
0,1,0,0,225000.0,2,1,0,3,389.84,0,22.34,4,45,0,3,14914,1.0,2016,9,6
0,1,0,0,225000.0,1,1,1,2,810.69,0,38.56,2,45,0,2,9426,1.0,2016,9,6
0,0,0,0,275000.0,2,1,1,4,86.64,0,17.94,3,35,0,2,10285,1.0,2016,9,6
0,0,0,0,175000.0,2,1,1,4,146.75,0,8.26,3,35,0,2,9600,1.0,2016,9,6
0,1,0,0,225000.0,0,1,1,2,1043.26,1,26.81,4,45,0,4,11962,1.0,2016,9,6
0,1,0,0,75000.0,1,1,0,3,304.12,0,29.58,3,35,0,2,12000,1.0,2016,9,6
0,0,1,0,50000.0,2,0,0,3,212.32,0,8.57,3,45,1,2,13479,1.0,2016,9,6
0,0,0,0,175000.0,2,1,1,4,343.86,3,19.47,1,55,0,1,11018,1.0,2016,11,8
0,0,0,0,75000.0,2,0,1,3,291.14,0,21.72,2,35,1,2,7800,1.0,2017,9,6
0,1,0,0,225000.0,1,1,1,4,375.65,0,26.48,4,35,0,2,12000,1.0,2016,9,6
0,0,0,0,125000.0,2,1,0,2,279.59,0,31.39,2,55,1,2,10010,1.0,2016,9,6
0,0,0,0,225000.0,2,1,1,3,208.1,2,7.85,4,45,0,2,11233,1.0,2016,9,6
0,1,0,0,175000.0,2,1,1,4,326.38,0,34.16,4,45,0,2,16600,1.0,2017,9,6
0,1,0,0,125000.0,2,1,1,4,112.83,0,9.63,4,65,0,2,5700,1.0,2016,9,6
0,1,0,0,50000.0,2,1,1,3,428.95,1,35.68,3,35,0,2,14000,1.0,2016,9,6
0,1,0,0,275000.0,2,1,0,3,376.81,0,26.43,3,35,0,2,14700,1.0,2016,9,6
0,0,0,0,225000.0,0,1,1,4,206.52,0,13.76,3,35,0,3,8089,1.0,2016,9,6
1,0,1,0,225000.0,2,1,1,3,366.7,0,13.12,4,45,0,2,12000,1.0,2016,9,6
0,0,0,0,75000.0,1,1,1,4,141.71,0,18.44,4,55,0,3,10477,1.0,2016,9,6
0,0,0,0,275000.0,2,1,1,3,276.31,5,9.8,2,35,0,2,32050,1.0,2016,11,8
0,0,0,0,125000.0,2,1,1,4,197.57,1,2.18,2,65,0,3,14400,1.0,2017,1,2
1,0,0,0,375000.0,2,1,1,4,295.77,0,33.19,4,45,0,4,12398,1.0,2015,1,13
0,0,0,0,175000.0,2,1,1,4,193.15,0,3.16,4,55,1,2,3192,1.0,2017,9,6
0,0,0,0,125000.0,2,1,1,4,230.52,1,2.23,4,35,0,2,10285,1.0,2017,9,6
0,1,0,0,225000.0,2,1,1,3,139.32,0,13.66,2,55,1,2,4285,1.0,2016,9,6
0,1,1,0,275000.0,0,1,1,3,293.17,0,38.43,4,45,0,4,18942,1.0,2016,9,6
0,0,1,0,75000.0,2,1,1,4,416.45,0,13.47,2,65,1,3,6926,1.0,2016,9,6
0,0,0,0,75000.0,2,1,1,4,96.17,0,30.67,2,55,1,2,20246,1.0,2016,9,6
0,0,1,0,125000.0,1,1,1,3,199.4,0,10.6,3,45,0,2,8571,1.0,2016,9,6
0,1,1,0,275000.0,-2,1,1,3,201.19,5,5.78,2,45,0,3,12900,1.0,2017,11,8
0,0,0,0,125000.0,2,1,0,4,821.3,0,23.39,2,45,1,2,12750,1.0,2016,9,6
1,0,0,0,125000.0,2,1,1,3,118.09,0,17.3,4,55,0,2,6750,1.0,2016,9,6
0,0,0,0,275000.0,2,1,1,3,265.61,0,14.53,4,35,0,2,9600,1.0,2016,9,6
0,1,0,0,175000.0,2,1,1,4,532.9,0,2.49,4,45,1,3,4971,1.0,2016,9,6
0,0,0,0,325000.0,0,1,0,4,578.64,0,11.74,2,25,1,2,7200,1.0,2016,9,6
0,0,0,0,125000.0,2,1,1,4,574.36,0,13.52,4,35,1,2,10030,1.0,2016,9,6
0,1,0,0,175000.0,-3,1,1,4,409.29,0,40.83,3,35,1,3,18666,1.0,2016,9,6
0,1,0,0,225000.0,0,1,1,4,380.03,0,32.46,3,45,0,2,9600,1.0,2017,9,6
0,0,0,0,325000.0,2,1,1,4,74.45,0,16.19,3,45,0,2,4500,1.0,2016,9,6
0,1,0,0,125000.0,2,1,1,4,137.21,4,11.15,3,35,0,2,11733,1.0,2016,9,6
0,0,0,0,275000.0,2,1,1,3,111.08,0,20.51,3,55,1,2,9390,1.0,2016,9,6
0,0,0,0,175000.0,0,0,0,3,225.37,0,9.5,3,25,0,2,5250,1.0,2016,9,6
0,1,0,0,375000.0,0,1,1,3,470.61,0,29.51,2,55,0,3,16666,1.0,2016,9,6
0,1,0,0,125000.0,2,0,0,4,132.77,3,4.99,2,25,0,1,11236,1.0,2017,9,6
1,0,0,0,125000.0,2,1,1,4,448.45,4,5.79,2,45,1,2,5304,1.0,2017,11,8
0,0,0,0,225000.0,0,1,0,4,269.86,0,17.34,2,35,1,2,13500,1.0,2017,1,2
0,0,0,0,125000.0,2,1,1,2,807.27,0,36.84,2,45,0,3,16971,1.0,2016,9,6
0,0,0,0,125000.0,2,1,1,3,320.9,0,14.47,2,35,1,2,10285,1.0,2016,9,6
0,0,0,0,125000.0,2,0,1,4,228.68,0,7.28,4,35,0,3,10176,1.0,2016,9,6
0,1,0,0,125000.0,2,0,1,2,357.42,0,24.48,5,45,0,2,13200,1.0,2017,9,6
0,0,0,0,75000.0,2,0,0,2,410.08,0,4.59,2,35,0,2,3000,1.0,2017,9,6
0,1,0,0,225000.0,-2,1,1,3,194.46,0,42.71,4,55,0,3,9525,1.0,2017,9,6
0,0,0,0,125000.0,2,1,1,3,351.99,0,23.97,3,25,0,3,11427,1.0,2016,9,6
0,1,0,0,275000.0,2,1,1,4,413.04,0,8.5,5,65,0,2,6236,1.0,2016,9,6
0,1,1,0,125000.0,2,1,1,4,378.96,0,12.19,2,55,0,2,9288,1.0,2016,9,6
0,0,0,0,425000.0,2,1,1,4,193.01,0,2.0,4,45,0,2,14400,1.0,2016,9,6
0,1,1,0,75000.0,2,0,1,2,328.42,0,9.97,2,65,0,3,10644,1.0,2017,9,6
0,0,0,0,225000.0,-3,1,1,2,462.82,0,12.32,2,65,0,3,6800,1.0,2017,9,6
0,1,0,0,125000.0,2,1,1,3,304.86,0,40.16,4,35,0,3,15200,1.0,2017,9,6
0,0,0,0,275000.0,2,1,1,4,467.49,0,13.63,4,45,0,4,10900,1.0,2017,9,6
0,0,0,0,125000.0,2,1,1,2,491.59,0,34.99,2,55,0,2,18867,1.0,2016,9,6
0,0,0,0,175000.0,2,0,0,3,255.27,0,9.88,3,35,0,2,7400,1.0,2017,9,6
0,0,0,0,175000.0,2,1,1,4,346.75,0,8.93,4,35,0,2,8666,1.0,2016,9,6
0,0,0,0,225000.0,2,1,1,3,490.67,0,7.61,3,45,0,2,10090,1.0,2017,9,6
0,1,0,0,125000.0,2,1,1,3,521.89,0,48.5,3,45,1,2,9000,1.0,2017,9,6
0,0,0,0,275000.0,2,1,1,3,193.13,0,2.95,3,35,0,2,7285,1.0,2016,9,6
0,0,0,0,275000.0,2,0,1,4,115.21,1,13.37,5,35,1,2,10000,1.0,2016,9,6
0,1,0,0,425000.0,2,1,1,4,226.38,0,14.86,5,35,1,2,6720,1.0,2016,9,6
0,1,0,0,175000.0,2,1,1,3,515.22,0,7.59,3,65,0,3,10285,1.0,2016,9,6
0,0,0,0,275000.0,2,1,1,4,397.88,0,5.99,3,45,0,3,9200,1.0,2017,9,6
0,0,0,0,225000.0,2,1,1,4,188.44,0,21.37,3,55,1,3,12857,1.0,2016,9,6
1,1,0,0,125000.0,2,1,1,3,397.47,6,49.38,1,55,0,2,24501,1.0,2017,1,2
0,0,0,0,125000.0,0,1,1,3,439.88,0,6.57,4,45,1,2,10000,1.0,2016,9,6
0,1,0,0,325000.0,2,1,1,3,227.68,0,25.59,3,45,0,3,15000,1.0,2016,9,6
0,0,1,0,125000.0,2,1,1,3,115.67,0,4.84,4,45,1,3,6659,1.0,2016,9,6
0,1,1,0,125000.0,2,1,1,2,141.1,0,17.44,2,65,1,3,7891,1.0,2016,9,6
0,0,1,0,225000.0,0,1,1,3,85.13,0,43.99,2,35,1,3,13497,1.0,2016,11,8
0,1,0,0,125000.0,2,1,0,3,446.81,0,14.55,3,35,0,2,2100,1.0,2017,9,6
0,0,0,0,75000.0,2,1,1,2,367.06,0,8.96,3,55,0,3,8046,1.0,2016,9,6
0,0,1,0,125000.0,2,1,0,4,338.22,0,15.7,4,35,0,2,20400,1.0,2017,9,6
0,1,0,0,325000.0,2,1,1,4,109.48,0,16.54,4,45,0,2,10666,1.0,2016,9,6
0,0,0,0,125000.0,2,1,1,3,309.39,0,33.73,5,55,0,3,7686,1.0,2016,9,6
0,1,0,0,425000.0,2,1,1,4,171.47,0,16.81,4,45,0,2,10000,1.0,2016,9,6
0,0,0,0,50000.0,0,0,0,3,309.88,0,1.14,4,25,1,2,2250,1.0,2016,9,6
1,0,0,0,275000.0,2,1,1,2,486.09,5,13.17,4,55,0,2,10800,1.0,2017,1,2
0,0,0,0,125000.0,2,1,1,4,91.89,0,15.13,2,55,1,3,8730,1.0,2017,9,6
0,0,0,0,125000.0,0,1,1,3,205.1,0,29.05,4,45,0,2,11400,1.0,2016,9,6
0,0,1,0,125000.0,2,1,1,4,110.12,0,15.09,3,55,1,3,7930,1.0,2016,9,6
0,0,1,0,75000.0,1,0,0,2,101.78,0,21.99,2,35,0,2,12000,1.0,2016,9,6
1,1,0,0,275000.0,-2,1,1,2,94.24,0,40.73,2,55,1,3,22205,1.0,2014,12,10
0,0,1,0,175000.0,1,0,1,3,461.23,4,5.74,1,25,0,1,7733,1.0,2016,9,6
1,1,0,0,225000.0,2,1,1,3,393.97,0,3.31,3,55,0,2,9202,1.0,2016,9,6
0,1,0,0,325000.0,0,1,1,4,422.59,0,22.58,4,45,0,3,13636,1.0,2016,9,6
1,0,0,0,225000.0,2,1,1,3,562.83,0,9.44,4,55,0,4,8000,1.0,2017,1,2
0,1,0,0,225000.0,2,1,1,3,170.25,0,0.48,3,45,0,2,11250,1.0,2016,9,6
0,0,1,0,125000.0,2,1,1,3,183.08,0,1.18,2,55,0,2,9699,1.0,2016,9,6
0,1,0,0,225000.0,0,0,0,3,276.0,1,19.1,3,35,0,3,15396,1.0,2017,9,6
0,1,0,0,175000.0,2,1,1,3,402.14,0,14.13,4,55,0,3,12000,1.0,2016,9,6
0,1,0,0,125000.0,2,1,1,4,226.64,2,10.87,3,35,1,2,4320,1.0,2017,9,6
0,0,0,0,175000.0,2,1,1,4,403.0,0,33.81,2,65,0,2,15600,1.0,2016,9,6
1,0,0,0,275000.0,-2,1,1,4,288.8,0,1.59,2,55,0,2,8625,1.0,2015,7,1
0,0,0,0,175000.0,2,1,1,4,584.06,0,25.94,3,35,0,3,9600,1.0,2016,9,6
0,0,0,0,75000.0,2,0,0,4,399.67,1,2.49,2,35,1,2,8571,1.0,2016,9,6
0,1,0,0,175000.0,-1,1,0,3,364.96,0,2.98,5,45,0,2,4504,1.0,2016,9,6
0,0,0,0,75000.0,2,1,0,4,109.73,0,11.36,2,25,0,2,6960,1.0,2017,9,6
0,0,0,0,375000.0,0,1,1,3,669.39,0,11.41,2,35,1,3,12000,1.0,2016,9,6
0,0,1,0,225000.0,2,1,0,3,155.79,0,8.37,2,65,0,2,4800,1.0,2016,9,6
0,0,0,0,175000.0,-2,1,1,4,179.64,0,28.55,2,65,0,2,7800,1.0,2016,9,6
1,0,0,0,275000.0,2,1,1,3,208.74,0,11.15,2,65,0,2,4064,1.0,2015,9,6
1,1,1,0,325000.0,2,1,0,3,313.68,0,17.72,4,45,0,3,4500,1.0,2016,2,0
0,1,0,0,50000.0,1,1,1,4,87.4,7,3.64,3,55,0,2,14962,1.0,2016,9,6
0,0,0,0,325000.0,1,1,1,3,364.58,0,10.49,4,55,1,4,11000,1.0,2016,9,6
0,0,0,0,175000.0,0,0,1,4,410.05,0,33.15,3,45,0,2,16800,1.0,2017,9,6
0,1,0,0,175000.0,2,1,1,3,152.99,0,8.11,4,45,0,3,6000,1.0,2017,9,6
0,0,1,0,125000.0,1,1,1,3,154.64,0,9.76,2,35,0,2,7000,1.0,2017,9,6
0,1,0,0,175000.0,-1,1,1,4,469.9,0,6.78,4,55,0,3,6360,1.0,2017,9,6
0,1,0,0,175000.0,1,1,1,4,504.7,0,20.57,4,55,0,3,10285,1.0,2017,9,6
0,0,0,0,225000.0,1,1,1,3,397.2,0,28.21,3,45,0,3,10400,1.0,2016,9,6
0,0,0,0,125000.0,2,1,1,3,126.02,0,1.07,3,45,0,3,4567,1.0,2017,9,6
1,0,1,0,225000.0,1,1,1,3,215.44,0,4.57,4,55,0,3,6372,1.0,2017,11,8
0,0,0,0,225000.0,2,1,1,4,99.93,2,17.56,2,55,0,2,15857,1.0,2016,9,6
0,0,0,0,125000.0,1,1,1,4,75.81,0,25.65,4,45,0,2,12545,1.0,2016,9,6
1,0,0,0,225000.0,2,1,0,4,147.29,0,2.82,4,35,0,2,11587,1.0,2014,12,10
0,1,0,0,75000.0,2,1,1,3,109.96,6,11.78,4,35,0,2,7200,1.0,2017,9,6
0,0,0,0,75000.0,2,1,1,3,385.99,0,14.97,1,45,0,2,8090,1.0,2016,9,6
0,0,0,0,225000.0,1,1,0,3,241.43,1,13.31,2,35,0,2,32000,1.0,2016,11,8
0,1,0,0,325000.0,2,1,1,3,361.57,0,15.91,4,45,0,2,15272,1.0,2016,9,6
1,0,0,0,175000.0,0,1,1,3,137.87,0,15.81,2,55,0,2,8400,1.0,2016,9,6
0,0,0,0,175000.0,2,0,0,2,152.51,0,35.58,2,35,0,2,19200,1.0,2017,9,6
0,0,1,0,175000.0,2,1,1,4,354.62,0,13.89,4,25,0,4,1400,1.0,2017,9,6
0,1,0,0,125000.0,-1,1,1,4,159.77,0,3.87,3,65,0,3,5250,1.0,2016,9,6
1,0,0,0,225000.0,2,1,1,3,466.73,0,10.35,2,65,1,2,3142,1.0,2015,9,6
0,0,0,0,275000.0,2,1,1,3,235.49,0,17.46,4,45,0,3,7500,1.0,2016,9,6
0,0,0,0,325000.0,2,0,0,4,339.53,0,7.45,4,35,0,2,6000,1.0,2016,9,6
0,0,1,0,50000.0,1,1,1,3,217.57,0,15.43,3,55,1,4,6400,1.0,2017,9,6
0,1,0,0,225000.0,2,1,1,4,202.09,10,8.84,2,35,0,2,9600,1.0,2016,9,6
0,1,0,0,225000.0,2,0,1,4,226.34,0,18.04,4,45,0,2,9600,1.0,2016,9,6
0,0,0,0,225000.0,1,1,1,4,472.71,0,24.13,4,45,0,3,13200,1.0,2017,9,6
0,0,0,0,325000.0,0,1,1,4,164.47,0,18.1,3,45,1,3,9400,1.0,2016,9,6
0,1,0,0,175000.0,2,1,1,2,367.01,0,14.62,2,65,1,2,4166,1.0,2016,9,6
0,0,0,0,275000.0,2,1,1,4,203.59,6,19.32,3,45,0,2,14666,1.0,2016,11,8
1,0,0,0,125000.0,2,1,1,4,413.01,0,15.82,3,55,0,3,11833,1.0,2016,9,6
0,0,0,0,75000.0,2,0,0,4,147.86,4,12.8,1,35,0,1,7200,1.0,2016,9,6
0,0,0,0,325000.0,0,1,1,3,346.82,0,15.81,3,35,0,3,6666,1.0,2016,9,6
0,0,1,0,125000.0,0,1,1,4,353.06,0,12.19,2,65,0,2,7312,1.0,2017,9,6
1,0,0,0,175000.0,2,1,0,3,129.25,0,0.82,3,45,1,2,4000,1.0,2017,9,6
0,0,0,0,175000.0,2,1,1,4,214.63,4,24.33,4,45,0,3,10666,1.0,2016,9,6
0,1,0,0,225000.0,0,1,1,3,388.63,0,54.33,4,35,1,2,7285,1.0,2016,7,1
1,0,0,0,75000.0,2,1,1,3,367.45,0,1.72,3,55,0,2,9579,1.0,2015,9,6
0,0,0,0,75000.0,2,0,0,4,127.95,0,4.14,4,35,0,2,8200,1.0,2016,9,6
1,0,0,0,125000.0,2,1,1,4,128.18,0,4.92,2,55,1,2,18870,1.0,2013,9,6
0,0,0,0,125000.0,2,1,1,3,322.33,0,11.06,4,65,1,4,8727,1.0,2016,9,6
0,0,1,0,175000.0,2,1,1,4,326.33,0,25.16,4,45,0,2,14092,1.0,2017,1,2
0,0,0,0,125000.0,2,1,1,3,105.79,0,19.2,5,45,0,3,8630,1.0,2016,9,6
1,0,0,0,325000.0,2,1,1,4,350.12,0,8.76,3,55,1,3,8460,1.0,2016,13,15
0,0,0,0,75000.0,1,0,0,3,235.05,0,10.64,4,35,1,3,11000,1.0,2016,9,6
0,0,0,0,225000.0,2,1,1,2,178.7,0,38.32,5,45,0,3,25200,1.0,2017,9,6
0,1,0,0,325000.0,2,1,1,4,145.94,0,20.01,2,35,1,3,9000,1.0,2016,9,6
0,1,0,0,75000.0,2,1,1,3,173.61,0,16.41,2,65,1,2,8188,1.0,2017,9,6
0,0,0,0,75000.0,2,1,0,3,257.27,3,7.69,1,55,0,1,10200,1.0,2017,1,2
1,0,1,0,275000.0,0,1,1,3,347.98,0,6.3,5,65,0,2,7500,1.0,2015,9,6
1,1,0,0,275000.0,2,1,1,4,80.49,5,7.89,2,55,0,2,8670,1.0,2017,1,2
1,0,0,0,175000.0,2,1,0,3,109.99,4,3.33,1,65,0,1,6600,1.0,2017,1,2
0,1,1,0,175000.0,2,1,1,4,689.67,0,17.49,2,35,0,2,12000,1.0,2017,9,6
0,0,0,0,225000.0,0,1,1,3,437.71,1,11.25,1,55,0,2,15247,1.0,2016,11,8
0,0,1,0,125000.0,2,1,0,2,130.43,0,39.07,2,65,0,2,21818,1.0,2016,9,6
0,0,1,0,125000.0,0,1,0,3,126.01,0,7.68,3,55,0,2,7407,1.0,2016,9,6
0,1,1,0,175000.0,1,1,1,4,34.04,2,28.0,2,55,0,2,15000,1.0,2017,1,2
1,1,0,0,175000.0,2,1,1,4,71.08,2,12.88,2,65,1,3,11520,1.0,2017,1,2
0,0,0,0,175000.0,0,0,1,3,120.44,0,26.07,3,35,0,2,13714,1.0,2016,9,6
1,0,0,0,125000.0,2,1,1,4,177.81,0,7.56,1,55,0,2,12612,1.0,2017,4,3
1,1,0,0,175000.0,0,1,1,3,376.32,0,25.81,2,65,0,2,14400,1.0,2016,9,6
0,0,0,0,75000.0,2,0,0,4,101.0,0,4.12,4,35,0,2,8000,1.0,2016,9,6
0,0,1,0,75000.0,2,0,1,3,361.17,0,24.86,3,35,0,2,12000,1.0,2016,9,6
0,0,0,0,325000.0,2,1,1,4,102.52,0,8.12,4,45,1,3,7688,1.0,2017,9,6
0,0,0,0,275000.0,2,1,1,4,85.58,0,18.0,4,45,0,2,13500,1.0,2017,9,6
1,0,0,0,75000.0,2,0,0,2,482.32,0,2.64,2,55,0,2,4961,1.0,2016,13,15
0,1,0,0,175000.0,2,1,1,4,360.41,0,19.51,4,55,0,2,12600,1.0,2016,9,6
0,1,0,0,275000.0,1,0,0,4,185.29,0,15.64,2,35,1,2,7333,1.0,2016,9,6
0,0,0,0,75000.0,0,1,1,3,323.67,0,9.96,2,55,0,3,13589,1.0,2016,9,6
0,1,0,0,225000.0,0,1,1,3,408.85,0,40.89,4,45,0,4,21000,1.0,2017,9,6
1,0,0,0,175000.0,0,1,1,4,497.6,0,1.83,2,25,1,2,30857,1.0,2016,0,18
0,0,0,0,225000.0,0,0,0,4,361.55,0,0.02,1,45,0,2,6000,1.0,2016,9,6
0,0,0,0,75000.0,2,1,1,3,95.59,0,5.47,2,65,1,2,5148,1.0,2016,9,6
0,0,0,0,275000.0,0,1,1,4,312.63,0,5.98,4,45,1,2,10062,1.0,2016,9,6
0,0,0,0,125000.0,0,1,1,3,170.2,0,32.55,2,55,0,3,13878,1.0,2016,9,6
0,0,0,0,175000.0,1,1,0,3,420.0,0,70.87,3,35,0,3,36852,1.0,2017,1,2
0,1,0,0,175000.0,2,1,1,3,529.11,5,13.64,4,45,0,2,9942,1.0,2016,9,6
0,1,1,1,175000.0,2,1,1,3,358.43,0,22.07,3,55,0,3,14123,1.0,2016,9,6
